Exists,Entrez,FeatureID,DBFeatureID,FeatureIDMatch,Symbol,DBSymbol,SymbolMatch,Model,DBModel,ModelMatch
N,101732705,NA,,0,LOC101732705,,0,XBXT10g016518,,0
N,101732706,NA,,0,LOC101732706,,0,XBXT10g014107,,0
N,101732707,NA,,0,adap2,,0,XBXT10g003719,,0
Y,101732710,5844045,5844045,1,dpp3,dpp3,1,XBXT10g013384,XBXT10g013384,1
N,101732711,NA,,0,LOC101732711,,0,XBXT10g008948,,0
N,101732715,NA,,0,LOC101732715,,0,XBXT10g022003,,0
N,101732718,NA,,0,LOC101732718,,0,XBXT10g001634,,0
N,101732719,NA,,0,LOC101732719,,0,XBXT10g023091,,0
N,101732720,NA,,0,lrrc70,,0,XBXT10g005085,,0
N,101732725,NA,,0,LOC101732725,,0,XBXT10g020284,,0
N,101732729,NA,,0,LOC101732729,,0,XBXT10g004947,,0
N,101732730,NA,,0,LOC101732730,,0,XBXT10g028505,,0
Y,101732734,951486,951486,1,clnk,clnk,1,XBXT10g012986,XBXT10g012986,1
N,101732737,NA,,0,vmo1,,0,XBXT10g001832,,0
N,101732738,NA,,0,LOC101732738,,0,XBXT10g019010,,0
N,101732741,NA,,0,LOC101732741,,0,XBXT10g015559,,0
N,101732742,NA,,0,LOC101732742,,0,XBXT10g020163,,0
N,101732743,NA,,0,LOC101732743,,0,XBXT10g004675,,0
N,101732745,NA,,0,LOC101732745,,0,XBXT10g014154,,0
N,101732753,NA,,0,kcns2,,0,XBXT10g011417,,0
N,101732754,NA,,0,LOC101732754,,0,XBXT10g001128,,0
N,101732756,NA,,0,slc18a2,,0,XBXT10g005722,,0
N,101732764,NA,,0,LOC101732764,,0,XBXT10g019510,,0
Y,101732771,6462867,6462867,1,il17re,il17re,1,XBXT10g014378,XBXT10g014378,1
N,101732780,NA,,0,LOC101732780,,0,XBXT10g023025,,0
Y,101732783,22068483,22068483,1,gcnt7,gcnt7,1,XBXT10g001024,XBXT10g001024,1
N,101732785,NA,,0,LOC101732785,,0,XBXT10g014458,,0
N,101732786,NA,,0,LOC101732786,,0,XBXT10g004237,,0
N,101732788,NA,,0,LOC101732788,,0,XBXT10g007147,,0
N,101732789,NA,,0,LOC101732789,,0,XBXT10g004883,,0
N,101732793,NA,,0,LOC101732793,,0,XBXT10g024487,,0
N,101732794,NA,,0,LOC101732794,,0,XBXT10g004324,,0
Y,101732799,NA,29072324,,LOC101732799,b3galt2l.9,,XBXT10g002478,XBXT10g002478,1
N,101732800,NA,,0,LOC101732800,,0,XBXT10g026409,,0
N,101732804,NA,,0,LOC101732804,,0,XBXT10g019975,,0
N,101732806,NA,,0,LOC101732806,,0,XBXT10g017975,,0
N,101732808,NA,,0,LOC101732808,,0,XBXT10g014390,,0
N,101732809,NA,,0,uqcrb,,0,XBXT10g005753,,0
N,101732810,NA,,0,LOC101732810,,0,XBXT10g009108,,0
N,101732815,NA,,0,LOC101732815,,0,XBXT10g025646,,0
N,101732819,NA,,0,LOC101732819,,0,XBXT10g022780,,0
N,101732822,NA,,0,LOC101732822,,0,XBXT10g002246,,0
N,101732828,NA,,0,LOC101732828,,0,XBXT10g008809,,0
N,101732829,NA,,0,LOC101732829,,0,XBXT10g017762,,0
N,101732835,NA,,0,LOC101732835,,0,XBXT10g003380,,0
N,101732836,NA,,0,LOC101732836,,0,XBXT10g002143,,0
Y,548390,5872373,5872373,1,LOC548390,XB5872372 [provisional],,XBXT10g002344,XBXT10g002344,1
N,101732841,NA,,0,LOC101732841,,0,XBXT10g021749,,0
N,101732842,NA,,0,LOC101732842,,0,XBXT10g008614,,0
N,101732848,NA,,0,LOC101732848,,0,XBXT10g021306,,0
N,101732849,NA,,0,LOC101732849,,0,XBXT10g018530,,0
N,101732850,NA,,0,lct,,0,XBXT10g014538,,0
N,101732851,NA,,0,LOC101732851,,0,XBXT10g003955,,0
N,101732853,NA,,0,LOC101732853,,0,XBXT10g008800,,0
N,101732854,NA,,0,LOC101732854,,0,XBXT10g014007,,0
Y,548655,5901010,5901010,1,LOC548655,XB5901009 [provisional],,XBXT10g015202,XBXT10g015202,1
N,101732856,NA,,0,LOC101732856,,0,XBXT10g008982,,0
N,101732858,NA,,0,LOC101732858,,0,XBXT10g008924,,0
Y,101732869,22068872,22068872,1,perm1,perm1,1,XBXT10g007379,XBXT10g007379,1
N,101732873,NA,,0,sdhaf1,,0,XBXT10g016683,,0
N,101732875,NA,,0,LOC101732875,,0,XBXT10g019099,,0
N,101732876,NA,,0,LOC101732876,,0,XBXT10g001418,,0
N,101732877,NA,,0,LOC101732877,,0,XBXT10g003249,,0
N,101732880,NA,,0,LOC101732880,,0,XBXT10g003000,,0
N,101732881,NA,,0,LOC101732881,,0,XBXT10g025033,,0
Y,548945,5763443,5763443,1,LOC548945,XB5763442 [provisional:chia],,XBXT10g003122,XBXT10g003122,1
N,101732885,NA,,0,LOC101732885,,0,XBXT10g026088,,0
Y,549154,5931223,5931223,1,LOC549154,XB5931222 [provisional],,XBXT10g009399,XBXT10g009399,1
N,101732890,NA,,0,LOC101732890,,0,XBXT10g014527,,0
Y,101732893,856488,856488,1,plxdc1,plxdc1,1,XBXT10g007016,XBXT10g007016,1
N,101732896,NA,,0,LOC101732896,,0,XBXT10g000048,,0
N,101732904,NA,,0,LOC101732904,,0,XBXT10g009218,,0
N,101732907,NA,,0,LOC101732907,,0,XBXT10g026511,,0
N,101732909,NA,,0,LOC101732909,,0,XBXT10g022384,,0
N,101732913,NA,,0,LOC101732913,,0,XBXT10g010088,,0
N,101732914,NA,,0,LOC101732914,,0,XBXT10g010411,,0
Y,101732915,996013,996013,1,hgd,hgd,1,XBXT10g018338,XBXT10g018338,1
N,101732917,NA,,0,LOC101732917,,0,XBXT10g022709,,0
Y,101732918,6044415,6044415,1,wdr88,wdr88,1,XBXT10g017186,XBXT10g017186,1
N,101732922,NA,,0,LOC101732922,,0,XBXT10g020989,,0
N,101732925,NA,,0,LOC101732925,,0,XBXT10g017164,,0
N,101732927,NA,,0,LOC101732927,,0,XBXT10g017694,,0
Y,101732928,970062,970062,1,mlx,mlx,1,XBXT10g007729,XBXT10g007729,1
N,101732933,NA,,0,chrna3,,0,XBXT10g006888,,0
N,101732936,NA,,0,LOC101732936,,0,XBXT10g009393,,0
Y,101732937,992999,992999,1,cd248,cd248,1,XBXT10g012152,XBXT10g012152,1
N,101732938,NA,,0,LOC101732938,,0,XBXT10g000724,,0
N,101732940,NA,,0,il12rb2,,0,NA,,0
N,101732942,NA,,0,LOC101732942,,0,XBXT10g023816,,0
N,101732943,NA,,0,LOC101732943,,0,XBXT10g004886,,0
N,101732945,NA,,0,LOC101732945,,0,XBXT10g007800,,0
N,101732946,NA,,0,LOC101732946,,0,XBXT10g009658,,0
N,101732951,NA,,0,il15ra,,0,XBXT10g005867,,0
N,101732960,NA,,0,LOC101732960,,0,XBXT10g025287,,0
Y,101732961,988834,988834,1,poln,poln,1,XBXT10g026403,XBXT10g026403,1
N,101732966,NA,,0,LOC101732966,,0,XBXT10g014294,,0
Y,101732970,991495,991495,1,ankrd53,ankrd53,1,XBXT10g006462,XBXT10g006462,1
N,101732976,NA,,0,LOC101732976,,0,XBXT10g015591,,0
N,101732984,NA,,0,LOC101732984,,0,XBXT10g027776,,0
Y,101732987,486660,486660,1,insl5,insl5,1,XBXT10g008889,XBXT10g008889,1
N,101732991,NA,,0,LOC101732991,,0,XBXT10g013129,,0
N,101732995,NA,,0,LOC101732995,,0,XBXT10g004244,,0
N,101732997,NA,,0,LOC101732997,,0,XBXT10g005402,,0
Y,101732999,22168684,22168684,1,acrbp.1,acrbp,,XBXT10g015290,XBXT10g015290,1
N,101733000,NA,,0,LOC101733000,,0,XBXT10g000272,,0
N,101733001,NA,,0,LOC101733001,,0,XBXT10g022098,,0
N,101733005,NA,,0,LOC101733005,,0,XBXT10g009883,,0
N,101733006,NA,,0,LOC101733006,,0,XBXT10g013829,,0
N,101733009,NA,,0,LOC101733009,,0,XBXT10g002990,,0
Y,101733011,22063721,22063721,1,fam20a.2,fam20a.2,1,XBXT10g020880,XBXT10g020880,1
N,101733014,NA,,0,LOC101733014,,0,XBXT10g015646,,0
Y,101733019,6468967,6468967,1,gprin3,gprin3,1,XBXT10g005166,XBXT10g005166,1
N,101733025,NA,,0,shisal1,,0,XBXT10g011643,,0
N,101733035,NA,,0,LOC101733035,,0,XBXT10g010528,,0
N,101733045,NA,,0,LOC101733045,,0,XBXT10g002968,,0
N,101733051,NA,,0,LOC101733051,,0,XBXT10g001594,,0
N,101733056,NA,,0,LOC101733056,,0,XBXT10g018825,,0
N,101733058,NA,,0,LOC101733058,,0,XBXT10g017637,,0
Y,101733062,22068428,22068428,1,fam180a,fam180a,1,XBXT10g009121,XBXT10g009121,1
N,101733063,NA,,0,LOC101733063,,0,XBXT10g023199,,0
N,101733065,NA,,0,LOC101733065,,0,XBXT10g002340,,0
N,101733070,NA,,0,LOC101733070,,0,XBXT10g015970,,0
Y,101733072,6467161,6467161,1,rnf151,rnf151,1,XBXT10g005516,XBXT10g005516,1
N,101733073,NA,,0,LOC101733073,,0,XBXT10g017219,,0
N,101733075,NA,,0,LOC101733075,,0,XBXT10g014301,,0
Y,101733079,5719966,5719966,1,ints3,ints3,1,XBXT10g014443,XBXT10g014443,1
N,101733085,NA,,0,LOC101733085,,0,XBXT10g002827,,0
N,101733090,NA,,0,LOC101733090,,0,XBXT10g004671,,0
N,101733098,NA,,0,LOC101733098,,0,XBXT10g006728,,0
Y,101733103,22068263,22068263,1,chrdl2,chrdl2,1,XBXT10g008013,XBXT10g008013,1
Y,101733106,988666,988666,1,znf704,znf704,1,XBXT10g002163,XBXT10g002163,1
N,101733107,NA,,0,LOC101733107,,0,XBXT10g021528,,0
N,101733112,NA,,0,LOC101733112,,0,XBXT10g009619,,0
N,101733122,NA,,0,c5h1orf115,,0,XBXT10g019267,,0
N,101733125,NA,,0,LOC101733125,,0,XBXT10g005801,,0
N,101733128,NA,,0,fbxo2,,0,XBXT10g001906,,0
N,101733131,NA,,0,LOC101733131,,0,XBXT10g004715,,0
N,101733132,NA,,0,LOC101733132,,0,XBXT10g005355,,0
N,101733137,NA,,0,LOC101733137,,0,XBXT10g023098,,0
N,101733140,NA,,0,LOC101733140,,0,XBXT10g026594,,0
Y,101733145,22068448,22068448,1,fndc10,fndc10,1,XBXT10g004635,XBXT10g004635,1
Y,101733150,481373,481373,1,flt3,flt3,1,XBXT10g011533,XBXT10g011533,1
N,101733151,NA,,0,LOC101733151,,0,XBXT10g006241,,0
N,101733157,NA,,0,LOC101733157,,0,XBXT10g010591,,0
N,101733164,NA,,0,LOC101733164,,0,XBXT10g002519,,0
N,101733166,NA,,0,LOC101733166,,0,XBXT10g008401,,0
N,101733172,NA,,0,LOC101733172,,0,XBXT10g014163,,0
Y,101733174,6455535,6455535,1,nudt9,nudt9,1,XBXT10g017410,XBXT10g017410,1
N,101733176,NA,,0,micalcl,,0,XBXT10g013690,,0
N,101733177,NA,,0,sdcbp2,,0,XBXT10g006074,,0
Y,101733179,NA,5890901,,garem2,garem2,1,XBXT10g005502,XT-9_1-gene31168,
N,101733183,NA,,0,LOC101733183,,0,XBXT10g009957,,0
Y,101733184,995179,995179,1,ptx4,ptx4,1,XBXT10g001388,XBXT10g001388,1
N,101733186,NA,,0,LOC101733186,,0,XBXT10g028010,,0
N,101733192,NA,,0,LOC101733192,,0,XBXT10g010907,,0
N,101733193,NA,,0,LOC101733193,,0,XBXT10g024645,,0
N,101733194,NA,,0,LOC101733194,,0,XBXT10g018258,,0
Y,101733196,942056,942056,1,ube2t,ube2t,1,XBXT10g016878,XBXT10g016878,1
N,101733199,NA,,0,LOC101733199,,0,XBXT10g017594,,0
N,101733202,NA,,0,LOC101733202,,0,XBXT10g020951,,0
N,101733212,NA,,0,LOC101733212,,0,XBXT10g017861,,0
N,101733213,NA,,0,LOC101733213,,0,XBXT10g019338,,0
N,101733217,NA,,0,LOC101733217,,0,XBXT10g004436,,0
N,101733231,NA,,0,LOC101733231,,0,XBXT10g013762,,0
N,101733232,NA,,0,LOC101733232,,0,XBXT10g012579,,0
N,101733242,NA,,0,LOC101733242,,0,XBXT10g017967,,0
Y,594886,5945008,5945008,1,LOC594886,XB5945007 [provisional:nnmt],,XBXT10g004329,XBXT10g004329,1
N,101733255,NA,,0,LOC101733255,,0,XBXT10g002332,,0
Y,101733259,922439,922439,1,mmp23b,mmp23b,1,XBXT10g007689,XBXT10g007689,1
N,101733262,NA,,0,LOC101733262,,0,XBXT10g009525,,0
N,101733267,NA,,0,LOC101733267,,0,XBXT10g025885,,0
N,101733268,NA,,0,LOC101733268,,0,XBXT10g027930,,0
N,101733270,NA,,0,senp3,,0,XBXT10g000540,,0
N,101733271,NA,,0,LOC101733271,,0,XBXT10g002322,,0
Y,101733275,950717,950717,1,galnt5,galnt5,1,XBXT10g017335,XBXT10g017335,1
Y,594891,5880826,5880826,1,LOC594891,XB5880825 [provisional:samd9l],,XBXT10g027999,XBXT10g027999,1
N,101733280,NA,,0,LOC101733280,,0,XBXT10g012175,,0
N,101733293,NA,,0,LOC101733293,,0,XBXT10g005912,,0
N,101733297,NA,,0,LOC101733297,,0,XBXT10g011322,,0
N,101733298,NA,,0,LOC101733298,,0,XBXT10g019621,,0
N,101733308,NA,,0,LOC101733308,,0,XBXT10g006531,,0
N,101733311,NA,,0,LOC101733311,,0,XBXT10g005508,,0
N,101733314,NA,,0,LOC101733314,,0,XBXT10g022719,,0
Y,101733315,6462410,6462410,1,sik1,sik1,1,XBXT10g009743,XBXT10g009743,1
N,101733326,NA,,0,LOC101733326,,0,XBXT10g001874,,0
Y,101733328,5714902,5714902,1,gdf15,gdf15,1,XBXT10g019051,XBXT10g019051,1
N,101733330,NA,,0,LOC101733330,,0,XBXT10g019954,,0
N,101733331,NA,,0,LOC101733331,,0,XBXT10g017436,,0
N,101733333,NA,,0,tex52,,0,XBXT10g005460,,0
N,101733334,NA,,0,fcer1g,,0,XBXT10g011036,,0
N,101733338,NA,,0,c4h1orf146,,0,XBXT10g015657,,0
N,101733339,NA,,0,LOC101733339,,0,XBXT10g003996,,0
N,101733343,NA,,0,LOC101733343,,0,XBXT10g008977,,0
N,101733344,NA,,0,LOC101733344,,0,XBXT10g000306,,0
N,101733353,NA,,0,LOC101733353,,0,XBXT10g016504,,0
N,101733356,NA,,0,znf692,,0,XBXT10g011543,,0
N,101733357,NA,,0,LOC101733357,,0,XBXT10g004030,,0
N,101733358,NA,,0,LOC101733358,,0,XBXT10g007256,,0
N,101733362,NA,,0,LOC101733362,,0,XBXT10g002063,,0
N,101733365,NA,,0,loxl3,,0,XBXT10g013587,,0
N,101733369,NA,,0,LOC101733369,,0,XBXT10g012133,,0
Y,101733375,959908,959908,1,shprh,shprh,1,XBXT10g001681,XBXT10g001681,1
Y,101733377,987767,987767,1,npffr1.1,npffr1.1,1,XBXT10g000286,XBXT10g000286,1
N,101733379,NA,,0,c8h9orf116,,0,XBXT10g006327,,0
Y,101733381,NA,22068568,,KIAA2012,kiaa2012,1,XBXT10g002099,XT-9_1-gene17655,
N,101733382,NA,,0,LOC101733382,,0,XBXT10g004673,,0
Y,101733393,957015,957015,1,steap2,steap2,1,XBXT10g009583,XBXT10g009583,1
N,101733394,NA,,0,LOC101733394,,0,XBXT10g027636,,0
Y,101733396,994511,994511,1,sh3bgrl,sh3bgrl,1,XBXT10g018566,XBXT10g018566,1
N,101733399,NA,,0,LOC101733399,,0,XBXT10g017119,,0
Y,101733401,957318,957318,1,rpl34,rpl34,1,XBXT10g008523,XBXT10g008523,1
N,101733404,NA,,0,LOC101733404,,0,XBXT10g028137,,0
N,101733405,NA,,0,LOC101733405,,0,XBXT10g024154,,0
N,101733406,NA,,0,LOC101733406,,0,XBXT10g018261,,0
Y,101733407,940691,940691,1,cldn10,cldn10,1,XBXT10g011211,XBXT10g011211,1
N,101733408,NA,,0,LOC101733408,,0,XBXT10g017395,,0
N,101733412,NA,,0,il17ra,,0,XBXT10g008069,,0
N,101733418,NA,,0,LOC101733418,,0,XBXT10g020192,,0
Y,101733422,984798,984798,1,sh3bp1,sh3bp1,1,XBXT10g008940,XBXT10g008940,1
Y,101733423,980226,980226,1,ube2u,ube2u,1,XBXT10g002237,XBXT10g002237,1
N,101733424,NA,,0,LOC101733424,,0,XBXT10g027487,,0
Y,101733427,949770,949770,1,adgrg4,adgrg4,1,XBXT10g001994,XBXT10g001994,1
N,101733428,NA,,0,LOC101733428,,0,XBXT10g010988,,0
Y,101733431,987721,987721,1,st6galnac1,st6galnac1,1,XBXT10g017717,XBXT10g017717,1
N,101733434,NA,,0,LOC101733434,,0,XBXT10g017059,,0
N,101733435,NA,,0,LOC101733435,,0,XBXT10g012964,,0
Y,101733437,NA,944631,,dut,dut,1,XBXT10g007521,XT-9_1-gene7481,
N,101733439,NA,,0,abcc9,,0,XBXT10g013868,,0
N,101733442,NA,,0,LOC101733442,,0,XBXT10g012747,,0
N,101733443,NA,,0,LOC101733443,,0,XBXT10g001083,,0
N,101733444,NA,,0,armh1,,0,XBXT10g009213,,0
N,101733452,NA,,0,LOC101733452,,0,XBXT10g014517,,0
Y,101733463,22068398,22068398,1,faap20,faap20,1,XBXT10g003459,XBXT10g003459,1
Y,101733466,22068193,22068193,1,ccdc86,ccdc86,1,XBXT10g019853,XBXT10g019853,1
N,101733468,NA,,0,LOC101733468,,0,XBXT10g008030,,0
N,101733470,NA,,0,LOC101733470,,0,XBXT10g018077,,0
N,101733477,NA,,0,LOC101733477,,0,XBXT10g020004,,0
N,101733480,NA,,0,LOC101733480,,0,XBXT10g006314,,0
Y,101733492,22169128,22169128,1,crygdl.34,crygdl.34,1,XBXT10g029209,XBXT10g029209,1
Y,101733493,6040115,6040115,1,ddit4l,ddit4l,1,XBXT10g025265,XBXT10g025265,1
Y,101733495,6460421,6460421,1,vwa2,vwa2,1,XBXT10g015006,XBXT10g015006,1
N,101733496,NA,,0,creb3l3,,0,XBXT10g008025,,0
N,101733497,NA,,0,otog,,0,XBXT10g000181,,0
N,101733498,NA,,0,LOC101733498,,0,XBXT10g017474,,0
Y,101733504,22068973,22068973,1,prr18,prr18,1,XBXT10g008391,XBXT10g008391,1
Y,101733512,868494,868494,1,nanos3,nanos3,1,XBXT10g021960,XBXT10g021960,1
N,101733514,NA,,0,LOC101733514,,0,XBXT10g005497,,0
N,101733515,NA,,0,LOC101733515,,0,XBXT10g022423,,0
N,101733516,NA,,0,LOC101733516,,0,XBXT10g000654,,0
N,101733517,NA,,0,LOC101733517,,0,XBXT10g022484,,0
N,101733520,NA,,0,LOC101733520,,0,XBXT10g024539,,0
N,101733524,NA,,0,chrnb1,,0,XBXT10g000216,,0
N,101733526,NA,,0,LOC101733526,,0,XBXT10g016571,,0
Y,101733527,6468716,6468716,1,fam162b,fam162b,1,XBXT10g007054,XBXT10g007054,1
N,101733530,NA,,0,LOC101733530,,0,XBXT10g001835,,0
N,101733531,NA,,0,LOC101733531,,0,XBXT10g024586,,0
Y,101733537,1012418,1012418,1,nox4,nox4,1,XBXT10g001620,XBXT10g001620,1
N,101733546,NA,,0,LOC101733546,,0,XBXT10g026414,,0
N,101733552,NA,,0,LOC101733552,,0,XBXT10g007677,,0
N,101733555,NA,,0,LOC101733555,,0,XBXT10g007447,,0
N,101733556,NA,,0,bst1,,0,XBXT10g011848,,0
N,101733565,NA,,0,plekhs1,,0,XBXT10g003062,,0
N,101733569,NA,,0,LOC101733569,,0,XBXT10g005521,,0
N,101733573,NA,,0,LOC101733573,,0,XBXT10g008650,,0
Y,101733578,NA,991951,,lratd2,lratd2,1,XBXT10g015322,XT-9_1-gene25554,
N,101733582,NA,,0,LOC101733582,,0,XBXT10g004174,,0
Y,101733589,18006556,18006556,1,tff3.2,tff3.2,1,XBXT10g024159,XBXT10g024159,1
N,101733595,NA,,0,LOC101733595,,0,XBXT10g026642,,0
N,101733601,NA,,0,LOC101733601,,0,XBXT10g024110,,0
N,101733605,NA,,0,LOC101733605,,0,XBXT10g005392,,0
N,101733619,NA,,0,LOC101733619,,0,XBXT10g002107,,0
N,101733623,NA,,0,LOC101733623,,0,XBXT10g019317,,0
Y,101733625,6033525,6033525,1,crybg3,crybg3,1,XBXT10g008808,XBXT10g008808,1
N,101733630,NA,,0,LOC101733630,,0,XBXT10g011398,,0
N,101733632,NA,,0,LOC101733632,,0,XBXT10g022104,,0
N,101733634,NA,,0,LOC101733634,,0,XBXT10g008845,,0
N,101733637,NA,,0,LOC101733637,,0,XBXT10g023585,,0
N,101733641,NA,,0,LOC101733641,,0,XBXT10g029006,,0
N,101733642,NA,,0,LOC101733642,,0,XBXT10g004753,,0
N,101733644,NA,,0,LOC101733644,,0,XBXT10g017131,,0
N,101733645,NA,,0,LOC101733645,,0,XBXT10g026749,,0
N,101733647,NA,,0,LOC101733647,,0,XBXT10g020650,,0
N,101733652,NA,,0,LOC101733652,,0,XBXT10g024732,,0
N,101733657,NA,,0,LOC101733657,,0,XBXT10g024538,,0
N,101733659,NA,,0,LOC101733659,,0,XBXT10g013151,,0
Y,101733660,988398,988398,1,stap1,stap1,1,XBXT10g012520,XBXT10g012520,1
Y,101733663,478131,478131,1,hoxc6,hoxc6,1,XBXT10g016525,XBXT10g016525,1
N,101733668,NA,,0,LOC101733668,,0,XBXT10g003065,,0
N,101733670,NA,,0,LOC101733670,,0,XBXT10g022461,,0
N,101733674,NA,,0,LOC101733674,,0,XBXT10g024543,,0
N,101733677,NA,,0,LOC101733677,,0,XBXT10g022474,,0
Y,101733680,6047889,6047889,1,helz2,helz2,1,XBXT10g003787,XBXT10g003787,1
Y,101733684,22167922,22167922,1,atp13a5l.2,atp13a5l.2,1,XBXT10g006630,XBXT10g006630,1
N,101733686,NA,,0,LOC101733686,,0,XBXT10g021646,,0
Y,101733689,6035211,6035211,1,otogl2,otogl2,1,XBXT10g001716,XBXT10g001716,1
N,101733690,NA,,0,LOC101733690,,0,XBXT10g003661,,0
N,101733691,NA,,0,LOC101733691,,0,XBXT10g012284,,0
N,101733694,NA,,0,LOC101733694,,0,XBXT10g024234,,0
N,101733695,NA,,0,LOC101733695,,0,XBXT10g015172,,0
N,101733697,NA,,0,erich6b,,0,XBXT10g012651,,0
Y,101733698,22068304,22068304,1,crtc2,crtc2,1,XBXT10g006034,XBXT10g006034,1
N,101733703,NA,,0,LOC101733703,,0,XBXT10g027099,,0
Y,101733706,986626,986626,1,rasgrp2,rasgrp2,1,XBXT10g005718,XBXT10g005718,1
N,101733711,NA,,0,LOC101733711,,0,XBXT10g003989,,0
Y,101733714,22169124,22169124,1,crygdl.33,crygdl.33,1,XBXT10g026631,XBXT10g026631,1
Y,101733715,22068802,22068802,1,nrtn,nrtn,1,XBXT10g006482,XBXT10g006482,1
Y,101733716,6462047,6462047,1,synpo2,synpo2,1,XBXT10g017355,XBXT10g017355,1
N,101733718,NA,,0,LOC101733718,,0,XBXT10g013359,,0
N,101733720,NA,,0,LOC101733720,,0,XBXT10g007195,,0
N,101733721,NA,,0,pydc1,,0,XBXT10g002514,,0
Y,101733726,6462916,6462916,1,teddm1,teddm1,1,XBXT10g012073,XBXT10g012073,1
N,101733728,NA,,0,LOC101733728,,0,XBXT10g025275,,0
N,101733740,NA,,0,LOC101733740,,0,XBXT10g024178,,0
N,101733742,NA,,0,LOC101733742,,0,XBXT10g014679,,0
Y,101733750,22069416,22069416,1,vps37d,vps37d,1,XBXT10g003927,XBXT10g003927,1
N,101733755,NA,,0,LOC101733755,,0,XBXT10g022493,,0
N,101733758,NA,,0,LOC101733758,,0,XBXT10g009441,,0
N,101733761,NA,,0,LOC101733761,,0,XBXT10g012588,,0
Y,101733764,22069472,22069472,1,znf44,znf44,1,XBXT10g022248,XBXT10g022248,1
N,101733769,NA,,0,LOC101733769,,0,XBXT10g016604,,0
N,101733770,NA,,0,LOC101733770,,0,XBXT10g011497,,0
N,101733774,NA,,0,LOC101733774,,0,XBXT10g002289,,0
N,101733778,NA,,0,LOC101733778,,0,XBXT10g011778,,0
Y,101733781,6258448,6258448,1,ccdc153,ccdc153,1,XBXT10g005744,XBXT10g005744,1
Y,101733784,486077,486077,1,wnt6,wnt6,1,XBXT10g017739,XBXT10g017739,1
N,101733785,NA,,0,LOC101733785,,0,XBXT10g006449,,0
Y,101733786,980432,980432,1,minar2,minar2,1,XBXT10g011894,XBXT10g011894,1
Y,101733789,6035341,6035341,1,rmnd1,rmnd1,1,XBXT10g010173,XBXT10g010173,1
N,101733791,NA,,0,sorcs1,,0,XBXT10g014813,,0
N,101733799,NA,,0,LOC101733799,,0,XBXT10g004441,,0
Y,101733801,992810,992810,1,ptprh,ptprh,1,XBXT10g002320,XBXT10g002320,1
N,101733807,NA,,0,LOC101733807,,0,XBXT10g018469,,0
Y,101733810,940172,940172,1,mlxipl,mlxipl,1,XBXT10g017464,XBXT10g017464,1
N,101733812,NA,,0,LOC101733812,,0,XBXT10g018967,,0
Y,101733821,22068004,22068004,1,asb10,asb10,1,XBXT10g013875,XBXT10g013875,1
Y,101733823,6035411,6035411,1,kctd17,kctd17,1,XBXT10g018607,XBXT10g018607,1
Y,101733824,13579709,13579709,1,ubxn2b,ubxn2b,1,XBXT10g002528,XBXT10g002528,1
N,101733825,NA,,0,LOC101733825,,0,XBXT10g027193,,0
Y,101733827,6030649,6030649,1,ttll10,ttll10,1,XBXT10g006384,XBXT10g006384,1
N,101733830,NA,,0,LOC101733830,,0,XBXT10g001202,,0
N,101733831,NA,,0,LOC101733831,,0,XBXT10g017744,,0
Y,101733832,22068735,22068735,1,mdfi,mdfi,1,XBXT10g011532,XBXT10g011532,1
N,101733833,NA,,0,LOC101733833,,0,XBXT10g020411,,0
N,101733834,NA,,0,LOC101733834,,0,XBXT10g008302,,0
N,101733844,NA,,0,LOC101733844,,0,XBXT10g026233,,0
N,101733847,NA,,0,LOC101733847,,0,XBXT10g025846,,0
N,101733849,NA,,0,LOC101733849,,0,XBXT10g017082,,0
N,101733852,NA,,0,LOC101733852,,0,XBXT10g015865,,0
N,101733853,NA,,0,LOC101733853,,0,XBXT10g023198,,0
N,101733857,NA,,0,LOC101733857,,0,XBXT10g029345,,0
N,101733858,NA,,0,LOC101733858,,0,XBXT10g008838,,0
N,101733863,NA,,0,LOC101733863,,0,XBXT10g017361,,0
N,101733866,NA,,0,LOC101733866,,0,XBXT10g016103,,0
N,101733871,NA,,0,LOC101733871,,0,XBXT10g023334,,0
Y,619584,5848843,5848843,1,LOC619584,XB5848842 (provisional),,XBXT10g000956,XBXT10g000956,1
Y,101733874,6467558,6467558,1,fam227b,fam227b,1,XBXT10g003100,XBXT10g003100,1
N,101733875,NA,,0,LOC101733875,,0,XBXT10g021992,,0
Y,101733879,NA,6034870,,ap5z1,ap5z1,1,XBXT10g027765,XT-9_1-gene25670,
N,101733881,NA,,0,LOC101733881,,0,XBXT10g023644,,0
N,101733882,NA,,0,LOC101733882,,0,XBXT10g008548,,0
N,101733883,NA,,0,LOC101733883,,0,XBXT10g013911,,0
Y,101733884,NA,6033184,,tmem240,tmem240,1,XBXT10g010781,XT-9_1-gene7882,
N,101733888,NA,,0,LOC101733888,,0,XBXT10g028343,,0
N,101733889,NA,,0,LOC101733889,,0,XBXT10g004239,,0
N,101733890,NA,,0,LOC101733890,,0,XBXT10g023495,,0
N,101733893,NA,,0,LOC101733893,,0,XBXT10g002054,,0
N,101733897,NA,,0,LOC101733897,,0,XBXT10g010727,,0
N,101733901,NA,,0,LOC101733901,,0,XBXT10g025277,,0
N,101733902,NA,,0,LOC101733902,,0,XBXT10g006085,,0
N,101733910,NA,,0,LOC101733910,,0,XBXT10g017371,,0
N,101733911,NA,,0,LOC101733911,,0,XBXT10g009161,,0
