GENE_SYMBOL	GENE_NAME	MODEL_ID	ENTREZ_ID	XB_GENE_ID
LOC108645634	serine/threonine-protein kinase dst1	XBXT10g015992	108645634	29090551
LOC108645636	serine/threonine-protein kinase N1-like	XBXT10g024291	108645636	29090555
LOC108645640	serine/threonine-protein kinase N1-like	XBXT10g013132	108645640	29090559
LOC108645658	vomeronasal type-2 receptor 26	XBXT10g021586	108645658	29090563
LOC108645659	vomeronasal type-2 receptor 26	XBXT10g029478	108645659	29090567
LOC108645662	vomeronasal type-2 receptor 26	XBXT10g021049	108645662	29090571
LOC108645664	nicotinamide N-methyltransferase	XBXT10g025196	108645664	29090575
LOC108645666	nicotinamide N-methyltransferase	XBXT10g017247	108645666	29090579
LOC108645667	vomeronasal type-2 receptor 26	XBXT10g028701	108645667	29090583
LOC108645668	vomeronasal type-2 receptor 26	XBXT10g025856	108645668	29090587
LOC108645673	protein kinase C theta type	XBXT10g006165	108645673	29090591
LOC108645679	uncharacterized protein K02A2.6-like	XBXT10g027441	108645679	29090595
LOC108645698	shootin-1-like	XBXT10g015244	108645698	29090599
LOC108645718	protein spinster homolog 1-like	XBXT10g022611	108645718	29090603
LOC108645719	protein spinster homolog 1-like	XBXT10g017264	108645719	29090607
LOC108645754	protein kinase C-like	XBXT10g025710	108645754	29090611
LOC108645756	serine/threonine-protein kinase N2	XBXT10g021500	108645756	29090615
LOC108645757	anaphase-promoting complex subunit 4-like	XBXT10g005538	108645757	29090619
LOC108645767	transmembrane and death domain protein 1	XBXT10g003130	108645767	29090623
LOC108645796	uncharacterized LOC108645796	XBXT10g022545	108645796	29090627
LOC108645831	uncharacterized LOC108645831	XBXT10g022360	108645831	29090631
LOC108645833	CD97 antigen-like	XBXT10g011772	108645833	29090635
LOC108645841	uncharacterized LOC108645841	XBXT10g023363	108645841	29090639
LOC108645842	ephrin type-A receptor 7	XBXT10g013118	108645842	29090643
LOC108645872	histidine-rich glycoprotein-like	XBXT10g007394	108645872	29090647
LOC108645874	uromodulin-like	XBXT10g025319	108645874	29090651
LOC108646160	uncharacterized LOC108646160	XBXT10g002740	108646160	29090655
LOC108646161	uncharacterized LOC108646161	XBXT10g010150	108646161	29090659
LOC108646191	RING finger protein 112	XBXT10g013291	108646191	29090663
LOC108646195	uncharacterized LOC108646195	XBXT10g008341	108646195	29090667
LOC108646199	extracellular calcium-sensing receptor	XBXT10g017156	108646199	29090671
LOC108646236	protocadherin gamma-C5	XBXT10g017520	108646236	29090675
LOC108646238	protocadherin gamma-C5	XBXT10g007770	108646238	29090679
LOC108646241	protein kinase C delta type-like	XBXT10g020043	108646241	29090683
LOC108646245	olfactory receptor 1	XBXT10g000761	108646245	29090687
LOC108646246	protein spinster homolog 1-like	XBXT10g011807	108646246	29090691
LOC108646247	up-regulator of cell proliferation	XBXT10g018670	108646247	29090695
LOC108646250	complement C3	XBXT10g020540	108646250	29090699
LOC108646251	uncharacterized LOC108646251	XBXT10g015122	108646251	29090703
LOC108646252	extracellular calcium-sensing receptor-like	XBXT10g027160	108646252	29090707
LOC108646253	vomeronasal type-2 receptor 26	XBXT10g024160	108646253	29090711
LOC108646254	vomeronasal type-2 receptor 26-like	XBXT10g021507	108646254	29090715
LOC108646256	vomeronasal type-2 receptor 26-like	XBXT10g023448	108646256	29090719
LOC108646258	olfactory receptor 1E5-like	XBXT10g024828	108646258	29090723
LOC108646259	olfactory receptor 1468-like	XBXT10g022078	108646259	29090727
LOC108646262	olfactory receptor 11A1-like	XBXT10g027157	108646262	29090731
LOC108646263	olfactory receptor 6C4-like	XBXT10g014474	108646263	29090735
LOC108646265	olfactory receptor 1468-like	XBXT10g020426	108646265	29090739
LOC108646266	olfactory receptor 5G3-like	XBXT10g027839	108646266	29090743
LOC108646267	olfactory receptor 11L1-like	XBXT10g029451	108646267	29090747
LOC108646268	olfactory receptor 1468-like	XBXT10g022564	108646268	29090751
LOC108646269	olfactory receptor 11L1-like	XBXT10g024438	108646269	29090755
LOC108646270	uncharacterized LOC108646270	XBXT10g009388	108646270	29090759
LOC108646271	uncharacterized LOC108646271	XBXT10g007113	108646271	29090763
LOC108646272	uncharacterized LOC108646272	XBXT10g014829	108646272	29090767
LOC108646281	uncharacterized LOC108646281	XBXT10g027567	108646281	29090771
LOC108646285	histone H1B	XBXT10g000464	108646285	29090775
LOC108647331	intestinal mucin-like protein	XBXT10g002523	108647331	29090779
LOC108647333	mucin-2-like	XBXT10g028247	108647333	29090783
LOC108647342	suppressor of cytokine signaling 1	XBXT10g009255	108647342	29090787
LOC108647343	uncharacterized LOC108647343	XBXT10g013531	108647343	29090791
LOC108647346	protein kinase C delta type-like	XBXT10g026022	108647346	29090795
LOC108647348	intestinal mucin-like protein	XBXT10g028066	108647348	29090799
LOC108647353	cAMP-dependent protein kinase catalytic subunit gamma-like	XBXT10g027539	108647353	29090803
LOC108647354	flocculation protein FLO11-like	XBXT10g003571	108647354	29090807
LOC108647387	transposon Ty3-I Gag-Pol polyprotein	XBXT10g024642	108647387	29090811
LOC108647421	transmembrane protein 272	XBXT10g012987	108647421	29090815
LOC108647426	uncharacterized LOC108647426	XBXT10g025495	108647426	29090819
LOC108647431	uncharacterized protein K02A2.6-like	XBXT10g029440	108647431	29090823
LOC108647437	cleavage stimulation factor subunit 3-like	XBXT10g007067	108647437	29090827
LOC108647598	protein kinase C theta type-like	XBXT10g008433	108647598	29090831
LOC108647602	mucin-4-like	XBXT10g027095	108647602	29090835
LOC108647609	CD109 antigen	XBXT10g014835	108647609	29090839
LOC108647613	receptor-type tyrosine-protein phosphatase eta	XBXT10g029231	108647613	29090843
LOC108647615	uncharacterized protein in mobD 3"region	XBXT10g002331	108647615	29090847
LOC108647623	P2X purinoceptor 7-like	XBXT10g022560	108647623	29090851
LOC108647630	CD109 antigen-like	XBXT10g023221	108647630	29090855
LOC108647631	uncharacterized LOC108647631	XBXT10g002197	108647631	29090859
LOC108647644	uncharacterized LOC108647644	XBXT10g002182	108647644	29090863
LOC108647647	calpain-8-like	XBXT10g023923	108647647	29090867
LOC108647649	fibrillin-1-like	XBXT10g018745	108647649	29090871
LOC108647661	transposon Tf2-1 polyprotein	XBXT10g028041	108647661	29090875
LOC108647711	vomeronasal type-2 receptor 26-like	XBXT10g020884	108647711	29090879
LOC108647836	zinc finger protein 208-like	XBXT10g022116	108647836	29090883
LOC108647837	oocyte zinc finger protein XlCOF6	XBXT10g025907	108647837	29090887
LOC108647843	ficolin-1-like	XBXT10g003196	108647843	29090891
LOC108647852	acrosin	XBXT10g010271	108647852	29090895
LOC108647857	coiled-coil domain-containing protein 150-like	XBXT10g020527	108647857	29090899
LOC108647860	oocyte zinc finger protein XlCOF6-like	XBXT10g021627	108647860	29090903
LOC108647869	uncharacterized LOC108647869	XBXT10g021737	108647869	29090907
LOC108647919	zinc finger protein 850-like	XBXT10g021702	108647919	29090911
LOC108647920	gastrula zinc finger protein XlCGF57.1-like	XBXT10g024125	108647920	29090915
LOC108647921	oocyte zinc finger protein XlCOF6.1-like	XBXT10g009733	108647921	29090919
LOC108647923	gastrula zinc finger protein XlCGF26.1	XBXT10g026756	108647923	29090923
LOC108647925	uncharacterized LOC108647925	XBXT10g018713	108647925	29090927
LOC108647931	leucine-rich repeat and coiled-coil domain-containing protein 1	XBXT10g012434	108647931	29090931
LOC108647936	prostate stem cell antigen-like	XBXT10g012075	108647936	29090935
LOC108648055	uncharacterized LOC108648055	XBXT10g004112	108648055	29090939
LOC108648058	sialic acid-binding Ig-like lectin 12	XBXT10g015215	108648058	29090943
LOC108648060	chemokine-like receptor 1	XBXT10g019470	108648060	29090947
LOC108648061	SCO-spondin	XBXT10g020453	108648061	29090951
LOC108648065	olfactory receptor 8H1-like	XBXT10g021701	108648065	29090955
LOC108648066	olfactory receptor 10Z1-like	XBXT10g022120	108648066	29090959
LOC108648068	olfactory receptor 1019-like	XBXT10g026225	108648068	29090963
LOC108648069	olfactory receptor 1019-like	XBXT10g027944	108648069	29090967
LOC108648073	olfactory receptor 5A1-like	XBXT10g005409	108648073	29090971
LOC108648074	olfactory receptor 151-like	XBXT10g022331	108648074	29090975
LOC108648075	olfactory receptor 8H1-like	XBXT10g023757	108648075	29090979
LOC108648076	olfactory receptor 5A1-like	XBXT10g020447	108648076	29090983
LOC108648080	olfactory receptor 1019-like	XBXT10g007779	108648080	29090987
LOC108648088	cilia- and flagella-associated protein 251-like	XBXT10g002459	108648088	29090991
LOC108648104	extracellular calcium-sensing receptor	XBXT10g024396	108648104	29090995
LOC108648105	extracellular calcium-sensing receptor	XBXT10g022357	108648105	29090999
LOC108648106	extracellular calcium-sensing receptor-like	XBXT10g028707	108648106	29091003
LOC108648107	extracellular calcium-sensing receptor	XBXT10g019166	108648107	29091007
LOC108648108	extracellular calcium-sensing receptor	XBXT10g026592	108648108	29091011
LOC108648112	traf2 and NCK-interacting protein kinase	XBXT10g001695	108648112	29091015
LOC108648117	N-formyl peptide receptor 2	XBXT10g019804	108648117	29091019
LOC108648118	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	XBXT10g009907	108648118	29091023
LOC108648123	protein CASP-like	XBXT10g024335	108648123	29091027
LOC108648125	DNA repair protein RAD50-like	XBXT10g027382	108648125	29091031
LOC108648126	uncharacterized LOC108648126	XBXT10g017872	108648126	29091035
LOC108648133	uncharacterized LOC108648133	XBXT10g006437	108648133	29091039
LOC108648138	DNA damage-regulated autophagy modulator protein 1	XBXT10g001312	108648138	29091043
LOC108648148	uncharacterized LOC108648148	XBXT10g012699	108648148	29091047
LOC108648152	olfactory receptor 13A1-like	XBXT10g009518	108648152	29091051
LOC108648175	uncharacterized LOC108648175	XBXT10g024552	108648175	29091055
LOC108648189	uncharacterized LOC108648189	XBXT10g017374	108648189	29091059
LOC108648193	uncharacterized LOC108648193	XBXT10g027175	108648193	29091063
LOC108648202	small proline-rich protein 2B-like	XBXT10g023297	108648202	29091067
LOC108648246	protein kinase C delta type-like	XBXT10g025752	108648246	29091071
LOC108648247	protein kinase C delta type-like	XBXT10g023578	108648247	29091075
LOC108648262	protein kinase C delta type-like	XBXT10g017662	108648262	29091079
LOC108648264	growth hormone secretagogue receptor type 1	XBXT10g006045	108648264	29091083
LOC108648274	Fc receptor-like protein 4	XBXT10g006658	108648274	29091087
LOC108648283	olfactory receptor 478-like	XBXT10g025647	108648283	29091091
LOC108648285	olfactory receptor 1019	XBXT10g001089	108648285	29091095
LOC108648286	olfactory receptor 5B12-like	XBXT10g022672	108648286	29091099
LOC108648288	olfactory receptor 5AR1-like	XBXT10g010178	108648288	29091103
LOC108648292	CD48 antigen	XBXT10g020788	108648292	29091107
LOC108648295	T-lymphocyte surface antigen Ly-9	XBXT10g019787	108648295	29091111
LOC108648296	CD48 antigen	XBXT10g021972	108648296	29091115
LOC108648297	uncharacterized LOC108648297	XBXT10g021747	108648297	29091119
LOC108648300	uncharacterized protein K02A2.6-like	XBXT10g028228	108648300	29091123
LOC108648303	uncharacterized LOC108648303	XBXT10g008600	108648303	29091127
LOC108648307	uncharacterized LOC108648307	XBXT10g022799	108648307	29091131
LOC108648313	uncharacterized LOC108648313	XBXT10g022296	108648313	29091135
LOC108648315	uncharacterized LOC108648315	XBXT10g016087	108648315	29091139
LOC108648317	ABC transporter F family member 4-like	XBXT10g023321	108648317	29091143
LOC108648321	serine/threonine-protein kinase N1-like	XBXT10g026253	108648321	29091147
LOC108648322	Fc receptor-like protein 2	XBXT10g009538	108648322	29091151
LOC108648358	cyclin-O protein B	XBXT10g016270	108648358	29091155
LOC108648372	NACHT, LRR and PYD domains-containing protein 3	XBXT10g019598	108648372	29091159
LOC108648373	uncharacterized LOC108648373	XBXT10g022485	108648373	29091163
LOC108648385	acidic leucine-rich nuclear phosphoprotein 32 family member B-like	XBXT10g021031	108648385	29091167
LOC108648388	olfactory receptor 5B21-like	XBXT10g009771	108648388	29091171
LOC108648391	uncharacterized LOC108648391	XBXT10g020148	108648391	29091175
LOC108648772	uncharacterized LOC108648772	XBXT10g000715	108648772	29091179
LOC108648775	oocyte zinc finger protein XlCOF7.1-like	XBXT10g024657	108648775	29091183
LOC108648780	uncharacterized LOC108648780	XBXT10g020636	108648780	29091187
LOC108648781	oocyte zinc finger protein XlCOF7.1-like	XBXT10g026197	108648781	29091191
LOC108648782	gastrula zinc finger protein XlCGF53.1-like	XBXT10g017280	108648782	29091195
LOC108648783	NACHT, LRR and PYD domains-containing protein 1b	XBXT10g004980	108648783	29091199
LOC108648784	uncharacterized LOC108648784	XBXT10g024067	108648784	29091203
LOC108648787	interferon-induced very large GTPase 1	XBXT10g025403	108648787	29091207
LOC108648789	prostasin	XBXT10g018933	108648789	29091211
LOC108648791	protein FAM135A-like	XBXT10g015641	108648791	29091215
LOC108648792	uncharacterized LOC108648792	XBXT10g015968	108648792	29091219
LOC108648793	kinesin-like protein Klp98A	XBXT10g004855	108648793	29091223
LOC108648794	olfactory receptor 5V1	XBXT10g023031	108648794	29091227
LOC108648796	olfactory receptor 5B12	XBXT10g008463	108648796	29091231
LOC108648797	olfactory receptor 8G1	XBXT10g017553	108648797	29091235
LOC108648803	olfactory receptor 1G1	XBXT10g008623	108648803	29091239
LOC108648804	uncharacterized LOC108648804	XBXT10g006059	108648804	29091243
LOC108648813	putative protein kinase C delta type homolog	XBXT10g002560	108648813	29091247
LOC108648814	protein kinase C delta type	XBXT10g001837	108648814	29091251
LOC108648815	uncharacterized LOC108648815	XBXT10g008324	108648815	29091255
LOC108648817	protein mono-ADP-ribosyltransferase PARP15-like	XBXT10g000596	108648817	29091259
LOC108648818	mucin-5AC	XBXT10g015329	108648818	29091263
LOC108648819	protein mono-ADP-ribosyltransferase PARP14-like	XBXT10g024553	108648819	29091267
LOC108648826	cleavage stimulation factor subunit 3-like	XBXT10g020589	108648826	29091271
LOC108648838	hemicentin-2-like	XBXT10g022691	108648838	29091275
LOC108648841	olfactory receptor 10AG1	XBXT10g001968	108648841	29091279
LOC108648843	taste receptor type 2 member 40	XBXT10g022955	108648843	29091283
LOC108648845	uncharacterized LOC108648845	XBXT10g021340	108648845	29091287
LOC108648851	oocyte zinc finger protein XlCOF6-like	XBXT10g021173	108648851	29091291
LOC108648854	oocyte zinc finger protein XlCOF22-like	XBXT10g011479	108648854	29091295
LOC108648855	gastrula zinc finger protein XlCGF17.1-like	XBXT10g022255	108648855	29091299
LOC108648856	zinc finger protein 271-like	XBXT10g025351	108648856	29091303
LOC108648858	oocyte zinc finger protein XlCOF7.2-like	XBXT10g005621	108648858	29091307
LOC108648870	gastrula zinc finger protein XlCGF53.1-like	XBXT10g024594	108648870	29091311
LOC108648893	serine/threonine-protein kinase N1	XBXT10g025464	108648893	29091315
LOC108648894	RING finger protein 112-like	XBXT10g022704	108648894	29091319
LOC108648901	uncharacterized LOC108648901	XBXT10g006503	108648901	29091323
LOC108648928	zinc finger MYM-type protein 1	XBXT10g005276	108648928	29091327
LOC108648942	coiled-coil domain-containing protein 40-like	XBXT10g011257	108648942	29091331
LOC108648947	C-C chemokine receptor type 9	XBXT10g014649	108648947	29091335
LOC108648949	tubulin gamma-1 chain	XBXT10g006991	108648949	29091339
LOC108648950	uncharacterized LOC108648950	XBXT10g013645	108648950	29091343
LOC113465273	uncharacterized LOC113465273	XBXT10g011129	113465273	29091347
LOC116406427	ficolin-1-A-like	XBXT10g003943	116406427	29091351
LOC116406428	poly(ADP-ribose) polymerase family member 9	XBXT10g013808	116406428	29091355
LOC116406431	cyclin-O protein B-like	XBXT10g023207	116406431	29091359
LOC116406434	vesicle-associated membrane protein 5-like	XBXT10g002338	116406434	29091363
LOC116406435	aldo-keto reductase family 1 member C15-like	XBXT10g013991	116406435	29091367
LOC116406436	NLR family apoptosis inhibitory protein	XBXT10g014765	116406436	29091371
LOC116406437	SET and MYND domain-containing protein 5-like	XBXT10g017393	116406437	29091375
LOC116406439	hyaluronan synthase-related protein-like	XBXT10g015725	116406439	29091379
LOC116406440	uncharacterized LOC116406440	XBXT10g009031	116406440	29091383
LOC116406441	P2Y purinoceptor 2-like	XBXT10g003592	116406441	29091387
LOC116406443	gastrula zinc finger protein XlCGF8.2DB-like	XBXT10g021563	116406443	29091391
LOC116406445	sodium/glucose cotransporter 1-like	XBXT10g011273	116406445	29091395
LOC116406446	uncharacterized LOC116406446	XBXT10g024285	116406446	29091399
LOC116406447	uncharacterized LOC116406447	XBXT10g000625	116406447	29091403
LOC116406448	uncharacterized LOC116406448	XBXT10g024675	116406448	29091407
LOC116406449	ATP-binding cassette sub-family B member 5-like	XBXT10g014707	116406449	29091411
LOC116406450	trypsin-like	XBXT10g018904	116406450	29091415
LOC116406451	protein kinase C theta type-like	XBXT10g011493	116406451	29091419
LOC116406452	uncharacterized LOC116406452	XBXT10g004668	116406452	29091423
LOC116406455	gamma-crystallin-1-like	XBXT10g022639	116406455	29091427
LOC116406456	homeobox D10	XBXT10g001416	116406456	29091431
LOC116406459	zinc finger protein OZF-like	XBXT10g029133	116406459	29091435
LOC116406460	uncharacterized LOC116406460	XBXT10g021032	116406460	29091439
LOC116406461	UDP-glucuronosyltransferase 1-1-like	XBXT10g010602	116406461	29091443
LOC116406462	uncharacterized LOC116406462	XBXT10g014202	116406462	29091447
LOC116406463	gastrula zinc finger protein XlCGF8.2DB-like	XBXT10g024433	116406463	29091451
LOC116406465	sn1-specific diacylglycerol lipase alpha-like	XBXT10g007835	116406465	29091455
LOC116406466	synaptogenesis protein syg-2-like	XBXT10g000680	116406466	29091459
LOC116406467	collagen alpha-1(I) chain-like	XBXT10g025806	116406467	29091463
LOC116406470	serine protease inhibitor A6-like	XBXT10g010535	116406470	29091467
LOC116406471	uncharacterized LOC116406471	XBXT10g008640	116406471	29091471
LOC116406474	gamma-crystallin-1-like	XBXT10g029076	116406474	29091475
LOC116406475	histone H4-like	XBXT10g021307	116406475	29091479
LOC116406476	lysine-specific demethylase 5A-like	XBXT10g012154	116406476	29091483
LOC116406477	gastrula zinc finger protein XlCGF57.1-like	XBXT10g015635	116406477	29091487
LOC116406478	oocyte zinc finger protein XlCOF7.1-like	XBXT10g028039	116406478	29091491
LOC116406479	gamma-aminobutyric acid receptor subunit rho-1-like	XBXT10g024245	116406479	29091495
LOC116406483	butyrophilin subfamily 3 member A2-like	XBXT10g006366	116406483	29091499
LOC116406484	anaphase-promoting complex subunit 4-like	XBXT10g012816	116406484	29091503
LOC116406486	probable cation-transporting ATPase 13A4	XBXT10g015145	116406486	29091507
LOC116406487	gastrula zinc finger protein XlCGF8.2DB-like	XBXT10g026866	116406487	29091511
LOC116406488	ficolin-1-like	XBXT10g024768	116406488	29091515
LOC116406489	gastrula zinc finger protein XlCGF58.1-like	XBXT10g022850	116406489	29091519
LOC116406490	vomeronasal type-2 receptor 1-like	XBXT10g022387	116406490	29091523
LOC116406491	extracellular calcium-sensing receptor-like	XBXT10g023125	116406491	29091527
LOC116406494	zinc finger CCHC domain-containing protein 3-like	XBXT10g026499	116406494	29091531
LOC116406495	lysine-specific demethylase 5A-like	XBXT10g000636	116406495	29091535
LOC116406496	uromodulin-like	XBXT10g005692	116406496	29091539
LOC116406497	uncharacterized LOC116406497	XBXT10g002753	116406497	29091543
LOC116406499	protein kinase C theta type-like	XBXT10g024491	116406499	29091547
LOC116406501	vomeronasal type-2 receptor 26-like	XBXT10g002241	116406501	29091551
LOC116406502	uncharacterized LOC116406502	XBXT10g015609	116406502	29091555
LOC116406503	uncharacterized LOC116406503	XBXT10g011088	116406503	29091559
LOC116406504	gamma-crystallin-1-like	XBXT10g028606	116406504	29091563
LOC116406505	uncharacterized LOC116406505	XBXT10g025773	116406505	29091567
LOC116406506	lysine-specific demethylase 5A-like	XBXT10g000940	116406506	29091571
LOC116406508	proteasomal ATPase-associated factor 1-like	XBXT10g013842	116406508	29091575
LOC116406510	oocyte zinc finger protein XlCOF29-like	XBXT10g016591	116406510	29091579
LOC116406511	EF-hand and coiled-coil domain-containing protein 1-like	XBXT10g012783	116406511	29091583
LOC116406512	uncharacterized LOC116406512	XBXT10g023808	116406512	29091587
LOC116406515	protein mono-ADP-ribosyltransferase PARP4-like	XBXT10g018265	116406515	29091591
LOC116406516	uncharacterized LOC116406516	XBXT10g025156	116406516	29091595
LOC116406517	complement C1r-A subcomponent-like	XBXT10g001442	116406517	29091599
LOC116406519	uncharacterized LOC116406519	XBXT10g028527	116406519	29091603
LOC116406522	coiled-coil domain-containing protein 171-like	XBXT10g016439	116406522	29091607
LOC116406526	cyclin-O protein B-like	XBXT10g024018	116406526	29091611
LOC116406527	uncharacterized LOC116406527	XBXT10g003644	116406527	29091615
LOC116406529	uncharacterized LOC116406529	XBXT10g006937	116406529	29091619
LOC116406532	cyclin-O protein B-like	XBXT10g005418	116406532	29091623
LOC116406533	cyclin-O protein B-like	XBXT10g025690	116406533	29091627
LOC116406534	cyclin-O protein B-like	XBXT10g027693	116406534	29091631
LOC116406535	cyclin-O protein B-like	XBXT10g027351	116406535	29091635
LOC116406536	cyclin-O protein B-like	XBXT10g024834	116406536	29091639
LOC116406538	serine/threonine-protein kinase N2-like	XBXT10g028721	116406538	29091643
LOC116406540	serine/threonine-protein kinase N2-like	XBXT10g025381	116406540	29091647
LOC116406541	serine/threonine-protein kinase N2-like	XBXT10g023510	116406541	29091651
LOC116406557	histone H1-like	XBXT10g025682	116406557	29091655
LOC116406564	protein gar2-like	XBXT10g015033	116406564	29091659
LOC116406565	uncharacterized LOC116406565	XBXT10g021811	116406565	29091663
LOC116406566	general transcription factor II-I repeat domain-containing protein 2B-like	XBXT10g028116	116406566	29091667
LOC116406574	deoxyribonuclease-1-like 1	XBXT10g014795	116406574	29091671
LOC116406576	lamina-associated polypeptide 2-like	XBXT10g021197	116406576	29091675
LOC116406577	ficolin-1-B-like	XBXT10g005493	116406577	29091679
LOC116406578	CD48 antigen-like	XBXT10g008174	116406578	29091683
LOC116406579	CD48 antigen-like	XBXT10g026801	116406579	29091687
LOC116406583	probable serine/threonine-protein kinase DDB_G0277449	XBXT10g010011	116406583	29091691
LOC116406589	deleted in malignant brain tumors 1 protein-like	XBXT10g024519	116406589	29091695
LOC116406590	uncharacterized LOC116406590	XBXT10g020089	116406590	29091699
LOC116406591	uncharacterized LOC116406591	XBXT10g024096	116406591	29091703
LOC116406592	uncharacterized LOC116406592	XBXT10g009666	116406592	29091707
LOC116406594	vomeronasal type-2 receptor 26-like	XBXT10g021434	116406594	29091711
LOC116406601	decreased expression in renal and prostate cancer protein-like	XBXT10g006097	116406601	29091715
LOC116406621	nitrile-specifier protein 5-like	XBXT10g012639	116406621	29091719
LOC116406623	protein FAM166A-like	XBXT10g011529	116406623	29091723
LOC116406627	U4/U6 small nuclear ribonucleoprotein Prp4-like	XBXT10g008558	116406627	29091727
LOC116406628	toll-like receptor 6	XBXT10g029337	116406628	29091731
LOC116406631	pollen-specific leucine-rich repeat extensin-like protein 4	XBXT10g026270	116406631	29091735
LOC116406632	proline-rich extensin-like protein EPR1	XBXT10g023626	116406632	29091739
LOC116406633	uncharacterized protein DDB_G0286299-like	XBXT10g022051	116406633	29091743
LOC116406638	nucleolin-like	XBXT10g020693	116406638	29091747
LOC116406639	actin-binding protein-like	XBXT10g023464	116406639	29091751
LOC116406640	cleavage stimulation factor subunit 3-like	XBXT10g026005	116406640	29091755
LOC116406642	nuclear receptor-interacting protein 3-like	XBXT10g024138	116406642	29091759
LOC116406643	C2 calcium-dependent domain-containing protein 4C-like	XBXT10g003248	116406643	29091763
LOC116406645	cocaine- and amphetamine-regulated transcript protein-like	XBXT10g018244	116406645	29091767
LOC116406646	cocaine- and amphetamine-regulated transcript protein-like	XBXT10g017712	116406646	29091771
LOC116406648	CDPK-related kinase 8-like	XBXT10g029157	116406648	29091775
LOC116406650	uncharacterized LOC116406650	XBXT10g025259	116406650	29091779
LOC116406651	serine/threonine-protein kinase dst1-like	XBXT10g026379	116406651	29091783
LOC116406652	cyclin-dependent kinase 13-like	XBXT10g008458	116406652	29091787
LOC116406653	uncharacterized LOC116406653	XBXT10g022252	116406653	29091791
LOC116406654	Fc receptor-like A	XBXT10g024252	116406654	29091795
LOC116406655	phospholipase A and acyltransferase 4-like	XBXT10g005509	116406655	29091799
LOC116406659	histone deacetylase 6-like	XBXT10g017142	116406659	29091803
LOC116406661	cathepsin K-like	XBXT10g007091	116406661	29091807
LOC116406662	cathepsin S-like	XBXT10g020782	116406662	29091811
LOC116406665	selection and upkeep of intraepithelial T-cells protein 2-like	XBXT10g024794	116406665	29091815
LOC116406669	Golgi-associated plant pathogenesis-related protein 1-like	XBXT10g012948	116406669	29091819
LOC116406682	circumsporozoite protein-like	XBXT10g023181	116406682	29091823
LOC116406683	beta-1,4-galactosyltransferase 3-like	XBXT10g014278	116406683	29091827
LOC116406687	uncharacterized LOC116406687	XBXT10g027984	116406687	29091831
LOC116406692	lysine-specific demethylase 5A-like	XBXT10g020990	116406692	29091835
LOC116406699	cAMP-dependent protein kinase catalytic subunit PRKX-like	XBXT10g014455	116406699	29091839
LOC116406704	uncharacterized LOC116406704	XBXT10g010395	116406704	29091843
LOC116406705	serine/threonine-protein kinase N1-like	XBXT10g025963	116406705	29091847
LOC116406707	uncharacterized LOC116406707	XBXT10g023747	116406707	29091851
LOC116406709	hornerin-like	XBXT10g019451	116406709	29091855
LOC116406710	SLAM family member 5-like	XBXT10g017170	116406710	29091859
LOC116406711	CD48 antigen-like	XBXT10g006952	116406711	29091863
LOC116406712	uncharacterized LOC116406712	XBXT10g006798	116406712	29091867
LOC116406716	transporter 2, ATP binding cassette subfamily B member	XBXT10g017498	116406716	29091871
LOC116406719	organic solute transporter subunit alpha-like	XBXT10g014953	116406719	29091875
LOC116406720	uncharacterized LOC116406720	XBXT10g029420	116406720	29091879
LOC116406722	uncharacterized LOC116406722	XBXT10g028659	116406722	29091883
LOC116406726	WAP four-disulfide core domain protein 2-like	XBXT10g017688	116406726	29091887
LOC116406730	carbonic anhydrase 14-like	XBXT10g026968	116406730	29091891
LOC116406731	uncharacterized LOC116406731	XBXT10g001668	116406731	29091895
LOC116406732	high affinity immunoglobulin gamma Fc receptor I-like	XBXT10g002655	116406732	29091899
LOC116406735	uncharacterized LOC116406735	XBXT10g022638	116406735	29091903
LOC116406737	putative proline-rich protein 21	XBXT10g028095	116406737	29091907
LOC116406738	uncharacterized LOC116406738	XBXT10g024348	116406738	29091911
LOC116406739	asialoglycoprotein receptor 1-like	XBXT10g026974	116406739	29091915
LOC116406742	uncharacterized LOC116406742	XBXT10g014276	116406742	29091919
LOC116406745	cleavage stimulation factor subunit 3-like	XBXT10g007403	116406745	29091923
LOC116406749	SLAM family member 9-like	XBXT10g002218	116406749	29091927
LOC116406755	serine/threonine-protein kinase N2-like	XBXT10g012647	116406755	29091931
LOC116406756	transcription cofactor vestigial-like protein 4	XBXT10g018823	116406756	29091935
LOC116406760	histo-blood group ABO system transferase-like	XBXT10g016459	116406760	29091939
LOC116406763	T-lymphocyte surface antigen Ly-9-like	XBXT10g012841	116406763	29091943
LOC116406764	cathepsin L1-like	XBXT10g001876	116406764	29091947
LOC116406767	uncharacterized LOC116406767	XBXT10g020432	116406767	29091951
LOC116406770	uncharacterized LOC116406770	XBXT10g026684	116406770	29091955
LOC116406773	uncharacterized LOC116406773	XBXT10g025745	116406773	29091959
LOC116406777	protein S100-A13-like	XBXT10g000197	116406777	29091963
LOC116406780	collagen alpha-2(I) chain	XBXT10g000273	116406780	29091967
LOC116406781	cyclin-O protein B-like	XBXT10g026862	116406781	29091971
LOC116406782	serine/threonine-protein kinase N2-like	XBXT10g029497	116406782	29091975
LOC116406784	serine/threonine-protein kinase N2-like	XBXT10g024084	116406784	29091979
LOC116406785	cyclin-O protein B-like	XBXT10g025568	116406785	29091983
