# UNIPROT_ACC,REFSEQ_PROT_ID,REFSEQ_RNA_ID,NCBI_GENE_ID,XB_GENE_ID
A0A023W428,NP_001278991.1,NM_001292062.1,GeneID:100492429,XB-GENE-1216189
A0A8J0SQC2,XP_017944996.1,XM_018089507.2,GeneID:108644777,XB-GENE-29090223
A0A8J0SQC3,XP_012819850.1,XM_012964396.3,GeneID:100216242,XB-GENE-992415
A0A8J0SQC7,XP_012820565.1,XM_012965111.3,GeneID:105947577,XB-GENE-29089635
A0A8J0SQD0,XP_012819862.2,XM_012964408.3,GeneID:100379686,XB-GENE-950902
A0A8J0SQD3,XP_012820579.1,XM_012965125.2,GeneID:101734754,XB-GENE-877064
A0A8J0SQD6,XP_017945077.2,XM_018089588.2,GeneID:394921,XB-GENE-483740
A0A8J0SQD8,XP_012820591.1,XM_012965137.3,GeneID:496939,XB-GENE-958968
A0A8J0SQE0,XP_012819881.1,XM_012964427.3,GeneID:394777,XB-GENE-947602
A0A8J0SQE1,XP_012820595.1,XM_012965141.3,GeneID:496939,XB-GENE-958968
A0A8J0SQE3,XP_017945086.1,XM_018089597.2,GeneID:100497195,XB-GENE-29083571
A0A8J0SQE4,XP_012819792.1,XM_012964338.3,GeneID:100158569,XB-GENE-950912
A0A8J0SQE5,XP_012819895.1,XM_012964441.2,GeneID:394825,XB-GENE-484391
A0A8J0SQE8,XP_017945091.2,XM_018089602.2,GeneID:100495215,XB-GENE-29082607
A0A8J0SQF0,XP_012819900.1,XM_012964446.2,GeneID:394825,XB-GENE-484391
A0A8J0SQF1,XP_012820622.1,XM_012965168.3,GeneID:101731597,XB-GENE-493096
A0A8J0SQF2,XP_012821800.1,XM_012966346.3,GeneID:448086,XB-GENE-484022
A0A8J0SQF4,XP_012819807.1,XM_012964353.3,GeneID:100170157,XB-GENE-922516
A0A8J0SQF5,XP_012819910.1,XM_012964456.3,GeneID:734004,XB-GENE-490351
A0A8J0SQF6,XP_012820642.2,XM_012965188.3,GeneID:100494502,XB-GENE-22066247
A0A8J0SQF7,XP_017945118.2,XM_018089629.2,GeneID:100496379,XB-GENE-29083151
A0A8J0SQF8,XP_012821807.1,XM_012966353.3,GeneID:100125069,XB-GENE-5829803
A0A8J0SQG5,XP_012820679.1,XM_012965225.3,GeneID:779866,XB-GENE-491205
A0A8J0SQG6,XP_012819828.2,XM_012964374.3,GeneID:100170499,XB-GENE-5965356
A0A8J0SQG7,XP_017945145.1,XM_018089656.1,GeneID:100491865,XB-GENE-6468134
A0A8J0SQG9,XP_012819933.1,XM_012964479.3,GeneID:734033,XB-GENE-987412
A0A8J0SQH0,XP_012821819.1,XM_012966365.3,GeneID:448194,XB-GENE-953456
A0A8J0SQH3,XP_017945177.2,XM_018089688.2,GeneID:108644827,XB-GENE-29090283
A0A8J0SQH5,XP_012820712.2,XM_012965258.3,GeneID:100492065,XB-GENE-6050637
A0A8J0SQH7,XP_012819938.1,XM_012964484.3,GeneID:395064,XB-GENE-481201
A0A8J0SQH8,XP_012821835.1,XM_012966381.3,GeneID:448352,XB-GENE-979648
A0A8J0SQH9,XP_012819852.1,XM_012964398.3,GeneID:100216242,XB-GENE-992415
A0A8J0SQI1,XP_012819944.1,XM_012964490.2,GeneID:407874,XB-GENE-969470
A0A8J0SQI7,XP_012819950.1,XM_012964496.1,GeneID:407874,XB-GENE-969470
A0A8J0SQI8,XP_012820740.1,XM_012965286.3,GeneID:100488247,XB-GENE-951645
A0A8J0SQJ2,XP_012821850.1,XM_012966396.3,GeneID:448380,XB-GENE-5740535
A0A8J0SQJ3,XP_012820754.1,XM_012965300.2,GeneID:101731404,XB-GENE-6459826
A0A8J0SQJ4,XP_012819964.1,XM_012964510.3,GeneID:734070,XB-GENE-5715480
A0A8J0SQJ6,XP_012820768.1,XM_012965314.3,GeneID:100127588,XB-GENE-1011513
A0A8J0SQJ7,XP_017945230.2,XM_018089741.2,GeneID:101734388,XB-GENE-29087755
A0A8J0SQJ8,XP_012821864.1,XM_012966410.3,GeneID:448475,XB-GENE-962759
A0A8J0SQK1,XP_017945281.2,XM_018089792.2,GeneID:108644865,XB-GENE-29090323
A0A8J0SQK2,XP_012821870.1,XM_012966416.1,GeneID:448541,XB-GENE-485946
A0A8J0SQK4,XP_012819891.1,XM_012964437.3,GeneID:394802,XB-GENE-5895778
A0A8J0SQK5,XP_012820789.2,XM_012965335.3,GeneID:613048,XB-GENE-1006073
A0A8J0SQK7,XP_012821875.2,XM_012966421.3,GeneID:448541,XB-GENE-485946
A0A8J0SQL0,XP_012820794.2,XM_012965340.3,GeneID:613048,XB-GENE-1006073
A0A8J0SQL1,XP_012819986.1,XM_012964532.3,GeneID:448483,XB-GENE-951972
A0A8J0SQL5,XP_012820801.2,XM_012965347.3,GeneID:613048,XB-GENE-1006073
A0A8J0SQL6,XP_012819992.2,XM_012964538.2,GeneID:448623,XB-GENE-945302
A0A8J0SQM0,XP_012820817.2,XM_012965363.3,GeneID:100492729,XB-GENE-1005347
A0A8J0SQM5,XP_012820004.1,XM_012964550.3,GeneID:493216,XB-GENE-942152
A0A8J0SQM6,XP_017945427.1,XM_018089938.2,GeneID:100492312,XB-GENE-939906
A0A8J0SQM7,XP_012820826.2,XM_012965372.3,GeneID:100493118,XB-GENE-5880666
A0A8J0SQN2,XP_012820837.1,XM_012965383.3,GeneID:100145775,XB-GENE-988355
A0A8J0SQN4,XP_012819929.1,XM_012964475.3,GeneID:395062,XB-GENE-485063
A0A8J0SQN6,XP_017945476.1,XM_018089987.2,GeneID:101734591,XB-GENE-29087899
A0A8J0SQN8,XP_031759602.1,XM_031903742.1,GeneID:100492711,XB-GENE-982144
A0A8J0SQP3,XP_012820862.1,XM_012965408.3,GeneID:100038225,XB-GENE-492150
A0A8J0SQQ0,XP_012820890.2,XM_012965436.3,GeneID:100498629,XB-GENE-1011620
A0A8J0SQQ2,XP_012821951.1,XM_012966497.3,GeneID:496514,XB-GENE-956699
A0A8J0SQQ4,XP_012820899.1,XM_012965445.3,GeneID:101732754,XB-GENE-29086391
A0A8J0SQQ5,XP_012819954.1,XM_012964500.1,GeneID:407874,XB-GENE-969470
A0A8J0SQQ6,XP_012820047.1,XM_012964593.3,GeneID:496589,XB-GENE-6258902
A0A8J0SQQ8,XP_017945538.1,XM_018090049.2,GeneID:100485518,XB-GENE-981060
A0A8J0SQR4,XP_012820933.1,XM_012965479.3,GeneID:779622,XB-GENE-479809
A0A8J0SQR6,XP_012819966.1,XM_012964512.3,GeneID:448073,XB-GENE-492325
A0A8J0SQR9,XP_017945634.1,XM_018090145.2,GeneID:100489483,XB-GENE-5894679
A0A8J0SQS0,XP_012819971.1,XM_012964517.3,GeneID:448205,XB-GENE-1001916
A0A8J0SQS3,XP_017945658.1,XM_018090169.2,GeneID:100497187,XB-GENE-29083559
A0A8J0SQT0,XP_012819989.1,XM_012964535.3,GeneID:448608,XB-GENE-985138
A0A8J0SQT1,XP_012822006.1,XM_012966552.3,GeneID:548679,XB-GENE-5716009
A0A8J0SQT9,XP_012820001.1,XM_012964547.3,GeneID:493216,XB-GENE-942152
A0A8J0SQU1,XP_012822030.1,XM_012966576.3,GeneID:549140,XB-GENE-486122
A0A8J0SQU2,XP_017945769.2,XM_018090280.2,GeneID:101733982,XB-GENE-6031023
A0A8J0SQU3,XP_012821017.1,XM_012965563.3,GeneID:100488927,XB-GENE-981666
A0A8J0SQU4,XP_012820006.1,XM_012964552.3,GeneID:493216,XB-GENE-942152
A0A8J0SQU5,XP_012820125.1,XM_012964671.3,GeneID:779459,XB-GENE-1001685
A0A8J0SQV6,XP_012821056.1,XM_012965602.2,GeneID:100496492,XB-GENE-494836
A0A8J0SQV7,XP_017945992.2,XM_018090503.2,GeneID:394697,XB-GENE-948101
A0A8J0SQV9,XP_012820150.1,XM_012964696.2,GeneID:549137,XB-GENE-979776
A0A8J0SQW9,XP_017946090.1,XM_018090601.2,GeneID:101731448,XB-GENE-29085355
A0A8J0SQX0,XP_012821091.1,XM_012965637.3,GeneID:100036598,XB-GENE-6408100
A0A8J0SQX3,XP_012820172.2,XM_012964718.3,GeneID:549482,XB-GENE-1000335
A0A8J0SQX5,XP_012821097.2,XM_012965643.3,GeneID:100496369,XB-GENE-950426
A0A8J0SQX6,XP_012822076.2,XM_012966622.3,GeneID:549475,XB-GENE-1003667
A0A8J0SQY1,XP_012821102.1,XM_012965648.3,GeneID:100496212,XB-GENE-6048493
A0A8J0SQY2,XP_012820198.2,XM_012964744.3,GeneID:549616,XB-GENE-974152
A0A8J0SQY5,XP_017946193.2,XM_018090704.2,GeneID:100495447,XB-GENE-948750
A0A8J0SQY7,XP_012820204.1,XM_012964750.3,GeneID:549618,XB-GENE-1016142
A0A8J0SQY8,XP_012820069.1,XM_012964615.3,GeneID:768088,XB-GENE-982692
A0A8J0SQY9,XP_017946204.1,XM_018090715.1,GeneID:108645524,XB-GENE-29090527
A0A8J0SQZ0,XP_012822100.1,XM_012966646.1,GeneID:549737,XB-GENE-1006892
A0A8J0SQZ7,XP_012822105.1,XM_012966651.1,GeneID:549737,XB-GENE-1006892
A0A8J0SQZ9,XP_017946282.1,XM_018090793.2,GeneID:100495961,XB-GENE-983324
A0A8J0SR00,XP_012821155.2,XM_012965701.3,GeneID:100493516,XB-GENE-29081751
A0A8J0SR03,XP_031757407.1,XM_031901547.1,GeneID:100124957,XB-GENE-5793289
A0A8J0SR05,XP_012820246.1,XM_012964792.3,GeneID:550032,XB-GENE-494987
A0A8J0SR10,XP_012820251.1,XM_012964797.3,GeneID:550047,XB-GENE-956215
A0A8J0SR15,XP_012820257.1,XM_012964803.3,GeneID:550090,XB-GENE-492091
A0A8J0SR16,XP_012821255.1,XM_012965801.3,GeneID:100487535,XB-GENE-29078807
A0A8J0SR17,XP_012820128.1,XM_012964674.2,GeneID:548777,XB-GENE-948547
A0A8J0SR24,XP_012820271.1,XM_012964817.3,GeneID:779608,XB-GENE-1021689
A0A8J0SR26,XP_017946409.2,XM_018090920.2,GeneID:105945522,XB-GENE-29088759
A0A8J0SR31,XP_017946448.2,XM_018090959.2,GeneID:101731191,XB-GENE-921387
A0A8J0SR33,XP_012820283.2,XM_012964829.3,GeneID:733525,XB-GENE-5933724
A0A8J0SR36,XP_012822171.1,XM_012966717.3,GeneID:779444,XB-GENE-921821
A0A8J0SR37,XP_012820289.2,XM_012964835.3,GeneID:733525,XB-GENE-5933724
A0A8J0SR38,XP_012820188.2,XM_012964734.3,GeneID:549572,XB-GENE-5806725
A0A8J0SR40,XP_012821318.2,XM_012965864.3,GeneID:100124711,XB-GENE-995848
A0A8J0SR41,XP_012822177.1,XM_012966723.3,GeneID:779509,XB-GENE-962456
A0A8J0SR45,XP_012822186.1,XM_012966732.2,GeneID:779774,XB-GENE-954796
A0A8J0SR53,XP_017946525.1,XM_018091036.2,GeneID:100038215,XB-GENE-489205
A0A8J0SR63,XP_012820223.1,XM_012964769.2,GeneID:549811,XB-GENE-1004318
A0A8J0SR64,XP_012820338.1,XM_012964884.3,GeneID:779724,XB-GENE-481257
A0A8J0SR67,XP_012821354.1,XM_012965900.3,GeneID:100124910,XB-GENE-1018296
A0A8J0SR71,XP_012820346.1,XM_012964892.3,GeneID:779813,XB-GENE-6455225
A0A8J0SR72,XP_017946611.1,XM_018091122.2,GeneID:100217328,XB-GENE-483674
A0A8J0SR73,XP_012820248.1,XM_012964794.3,GeneID:550032,XB-GENE-494987
A0A8J0SR75,XP_012820355.1,XM_012964901.3,GeneID:779880,XB-GENE-5807279
A0A8J0SR76,XP_012822241.1,XM_012966787.3,GeneID:100496010,XB-GENE-29082939
A0A8J0SR77,XP_017946617.1,XM_018091128.2,GeneID:100490131,XB-GENE-983497
A0A8J0SR79,XP_012820253.1,XM_012964799.3,GeneID:779608,XB-GENE-1021689
A0A8J0SR80,XP_012820361.1,XM_012964907.3,GeneID:779660,XB-GENE-1020955
A0A8J0SR81,XP_012822266.2,XM_012966812.3,GeneID:100380148,XB-GENE-6051038
A0A8J0SR84,XP_012820260.1,XM_012964806.3,GeneID:779608,XB-GENE-1021689
A0A8J0SR86,XP_012822287.1,XM_012966833.3,GeneID:100379972,XB-GENE-5737386
A0A8J0SR88,XP_012821377.2,XM_012965923.3,GeneID:100125102,XB-GENE-5995437
A0A8J0SR89,XP_012820267.1,XM_012964813.3,GeneID:779608,XB-GENE-1021689
A0A8J0SR98,XP_012820280.2,XM_012964826.3,GeneID:733525,XB-GENE-5933724
A0A8J0SRA0,XP_012821392.1,XM_012965938.3,GeneID:100127680,XB-GENE-1013301
A0A8J0SRA1,XP_012822322.2,XM_012966868.3,GeneID:105947760,XB-GENE-29089711
A0A8J0SRA4,XP_017946759.1,XM_018091270.2,GeneID:549758,XB-GENE-481889
A0A8J0SRA5,XP_012822327.1,XM_012966873.3,GeneID:100379905,XB-GENE-962092
A0A8J0SRB3,XP_017946803.1,XM_018091314.2,GeneID:733509,XB-GENE-5846660
A0A8J0SRC2,XP_012821431.1,XM_012965977.3,GeneID:780255,XB-GENE-943648
A0A8J0SRC5,XP_012821437.1,XM_012965983.3,GeneID:100135375,XB-GENE-986555
A0A8J0SRC8,XP_017946849.1,XM_018091360.2,GeneID:780140,XB-GENE-993533
A0A8J0SRD1,XP_012820490.1,XM_012965036.1,GeneID:779715,XB-GENE-5872275
A0A8J0SRD2,XP_017946866.1,XM_018091377.2,GeneID:101732729,XB-GENE-29086359
A0A8J0SRD8,XP_012820340.1,XM_012964886.2,GeneID:779646,XB-GENE-479477
A0A8J0SRD9,XP_012822400.1,XM_012966946.3,GeneID:100491898,XB-GENE-922336
A0A8J0SRE2,XP_012821452.1,XM_012965998.3,GeneID:100135711,XB-GENE-868520
A0A8J0SRE3,XP_012820351.1,XM_012964897.3,GeneID:779813,XB-GENE-6455225
A0A8J0SRE4,XP_012822421.2,XM_012966967.3,GeneID:100127676,XB-GENE-957461
A0A8J0SRE7,XP_012821457.1,XM_012966003.3,GeneID:100135711,XB-GENE-868520
A0A8J0SRE8,XP_012822438.2,XM_012966984.2,GeneID:100493397,XB-GENE-955396
A0A8J0SRE9,XP_012820578.2,XM_012965124.3,GeneID:105947596,XB-GENE-29089651
A0A8J0SRF1,XP_017946904.2,XM_018091415.2,GeneID:734013,XB-GENE-1006478
A0A8J0SRF3,XP_012821462.1,XM_012966008.3,GeneID:100135711,XB-GENE-868520
A0A8J0SRF4,XP_012822446.2,XM_012966992.3,GeneID:101732715,XB-GENE-29086343
A0A8J0SRF5,XP_017946925.2,XM_018091436.2,GeneID:108645757,XB-GENE-29090619
A0A8J0SRF7,XP_012820377.1,XM_012964923.3,GeneID:780175,XB-GENE-493264
A0A8J0SRF8,XP_017946936.1,XM_018091447.2,GeneID:101734873,XB-GENE-29088111
A0A8J0SRG1,XP_012821467.1,XM_012966013.3,GeneID:100135711,XB-GENE-868520
A0A8J0SRG4,XP_031757457.1,XM_031901597.1,GeneID:779778,XB-GENE-977203
A0A8J0SRG6,XP_012821472.1,XM_012966018.3,GeneID:100144639,XB-GENE-483870
A0A8J0SRG7,XP_012820621.2,XM_012965167.3,GeneID:100491231,XB-GENE-1007540
A0A8J0SRG8,XP_017946971.2,XM_018091482.2,GeneID:100485552,XB-GENE-29077879
A0A8J0SRH2,XP_012820635.1,XM_012965181.3,GeneID:100145691,XB-GENE-968254
A0A8J0SRH3,XP_012820406.1,XM_012964952.3,GeneID:780268,XB-GENE-490935
A0A8J0SRH4,XP_017946985.1,XM_018091496.2,GeneID:108645767,XB-GENE-29090623
A0A8J0SRH5,XP_012822490.1,XM_012967036.3,GeneID:100492598,XB-GENE-982521
A0A8J0SRH7,XP_012820668.2,XM_012965214.3,GeneID:394691,XB-GENE-6454740
A0A8J0SRH8,XP_012822505.2,XM_012967051.3,GeneID:100492386,XB-GENE-990711
A0A8J0SRH9,XP_017946992.1,XM_018091503.2,GeneID:100488317,XB-GENE-993541
A0A8J0SRI1,XP_012821496.1,XM_012966042.3,GeneID:100144919,XB-GENE-5850669
A0A8J0SRI2,XP_012820677.2,XM_012965223.3,GeneID:100493278,XB-GENE-985132
A0A8J0SRI3,XP_012820420.1,XM_012964966.2,GeneID:780399,XB-GENE-995006
A0A8J0SRI4,XP_012822520.1,XM_012967066.3,GeneID:101733990,XB-GENE-29087427
A0A8J0SRI9,XP_017947018.2,XM_018091529.2,GeneID:100379684,XB-GENE-949205
A0A8J0SRJ7,XP_012822617.2,XM_012967163.2,GeneID:105947815,XB-GENE-29089731
A0A8J0SRJ8,XP_017947032.1,XM_018091543.2,GeneID:100145814,XB-GENE-5897849
A0A8J0SRJ9,XP_012820475.2,XM_012965021.2,GeneID:105947525,XB-GENE-29089595
A0A8J0SRK3,XP_012820733.2,XM_012965279.3,GeneID:100488835,XB-GENE-1019590
A0A8J0SRK9,XP_017947063.1,XM_018091574.2,GeneID:100487689,XB-GENE-29078863
A0A8J0SRL0,XP_012820553.2,XM_012965099.3,GeneID:105947556,XB-GENE-29089623
A0A8J0SRL2,XP_012822696.2,XM_012967242.3,GeneID:105947845,XB-GENE-29089747
A0A8J0SRL5,XP_012820567.1,XM_012965113.3,GeneID:779767,XB-GENE-992563
A0A8J0SRL6,XP_012820767.1,XM_012965313.3,GeneID:100127588,XB-GENE-1011513
A0A8J0SRL7,XP_017947091.1,XM_018091602.2,GeneID:100488034,XB-GENE-5857402
A0A8J0SRL8,XP_012822754.2,XM_012967300.2,GeneID:105947860,XB-GENE-29089759
A0A8J0SRM3,XP_012822807.1,XM_012967353.3,GeneID:100497262,XB-GENE-29083599
A0A8J0SRM5,XP_012820787.2,XM_012965333.3,GeneID:613048,XB-GENE-1006073
A0A8J0SRM6,XP_012822818.3,XM_012967364.3,GeneID:100493180,XB-GENE-987208
A0A8J0SRM9,XP_012820596.1,XM_012965142.3,GeneID:496939,XB-GENE-958968
A0A8J0SRN0,XP_012820793.2,XM_012965339.3,GeneID:613048,XB-GENE-1006073
A0A8J0SRN1,XP_012822830.2,XM_012967376.3,GeneID:105947904,XB-GENE-29089783
A0A8J0SRN5,XP_012820800.2,XM_012965346.3,GeneID:613048,XB-GENE-1006073
A0A8J0SRN7,XP_012822841.1,XM_012967387.3,GeneID:100145680,XB-GENE-6052300
A0A8J0SRN8,XP_012820625.1,XM_012965171.3,GeneID:100496747,XB-GENE-945962
A0A8J0SRN9,XP_017947147.1,XM_018091658.2,GeneID:100135239,XB-GENE-998743
A0A8J0SRP0,XP_012820816.2,XM_012965362.3,GeneID:100492729,XB-GENE-1005347
A0A8J0SRP1,XP_012821578.1,XM_012966124.3,GeneID:100158546,XB-GENE-6087000
A0A8J0SRP2,XP_012822867.1,XM_012967413.3,GeneID:101732673,XB-GENE-29086291
A0A8J0SRP4,XP_017947160.2,XM_018091671.2,GeneID:101733697,XB-GENE-29077175
A0A8J0SRP9,XP_017947171.2,XM_018091682.2,GeneID:100493708,XB-GENE-29081843
A0A8J0SRQ1,XP_012821600.1,XM_012966146.3,GeneID:100170189,XB-GENE-922578
A0A8J0SRQ4,XP_012820683.1,XM_012965229.3,GeneID:779866,XB-GENE-491205
A0A8J0SRQ5,XP_012821605.1,XM_012966151.3,GeneID:100170189,XB-GENE-922578
A0A8J0SRQ7,XP_012822899.3,XM_012967445.3,GeneID:100037905,XB-GENE-1009790
A0A8J0SRR0,XP_012821610.2,XM_012966156.3,GeneID:780336,XB-GENE-958186
A0A8J0SRR7,XP_012822944.1,XM_012967490.3,GeneID:100491292,XB-GENE-29080611
A0A8J0SRR8,XP_012821621.1,XM_012966167.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SRR9,XP_017947223.2,XM_018091734.2,GeneID:100379747,XB-GENE-984428
A0A8J0SRS1,XP_012820898.1,XM_012965444.3,GeneID:101732754,XB-GENE-29086391
A0A8J0SRS3,XP_012821626.1,XM_012966172.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SRS7,XP_012822956.2,XM_012967502.3,GeneID:100125789,XB-GENE-990078
A0A8J0SRS8,XP_012821631.1,XM_012966177.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SRT0,XP_017947277.1,XM_018091788.1,GeneID:100485140,XB-GENE-29077643
A0A8J0SRT2,XP_012822969.2,XM_012967515.2,GeneID:100497104,XB-GENE-29083507
A0A8J0SRT3,XP_012821637.1,XM_012966183.3,GeneID:100170555,XB-GENE-5873646
A0A8J0SRT4,XP_012820756.1,XM_012965302.3,GeneID:101731404,XB-GENE-6459826
A0A8J0SRT6,XP_012820946.1,XM_012965492.3,GeneID:100101789,XB-GENE-484855
A0A8J0SRU2,XP_012823001.2,XM_012967547.3,GeneID:100494856,XB-GENE-960831
A0A8J0SRU3,XP_012821658.1,XM_012966204.3,GeneID:100216083,XB-GENE-1006332
A0A8J0SRV3,XP_012820795.2,XM_012965341.3,GeneID:613048,XB-GENE-1006073
A0A8J0SRV6,XP_012823037.1,XM_012967583.3,GeneID:100494201,XB-GENE-29082083
A0A8J0SRV9,XP_017947383.1,XM_018091894.2,GeneID:100036645,XB-GENE-999369
A0A8J0SRW2,XP_012820802.2,XM_012965348.3,GeneID:613048,XB-GENE-1006073
A0A8J0SRW3,XP_017947392.2,XM_018091903.2,GeneID:100124656,XB-GENE-948541
A0A8J0SRW4,XP_012821727.1,XM_012966273.3,GeneID:394651,XB-GENE-974453
A0A8J0SRW6,XP_012820819.2,XM_012965365.3,GeneID:100492729,XB-GENE-1005347
A0A8J0SRW7,XP_012821031.2,XM_012965577.3,GeneID:100380163,XB-GENE-983236
A0A8J0SRX0,XP_012821741.1,XM_012966287.2,GeneID:394699,XB-GENE-922381
A0A8J0SRX2,XP_012821046.2,XM_012965592.3,GeneID:100495432,XB-GENE-1217528
A0A8J0SRX4,XP_012823155.2,XM_012967701.3,GeneID:100495601,XB-GENE-961934
A0A8J0SRX9,XP_012823171.2,XM_012967717.3,GeneID:100485494,XB-GENE-877272
A0A8J0SRY1,XP_017947441.2,XM_018091952.2,GeneID:100170461,XB-GENE-6458353
A0A8J0SRY2,XP_012821066.1,XM_012965612.3,GeneID:733558,XB-GENE-985379
A0A8J0SRY3,XP_012823192.2,XM_012967738.3,GeneID:100125796,XB-GENE-1020943
A0A8J0SRY4,XP_012820857.2,XM_012965403.3,GeneID:100490129,XB-GENE-1010803
A0A8J0SRY6,XP_017947450.2,XM_018091961.2,GeneID:100216075,XB-GENE-963901
A0A8J0SRY8,XP_012823225.1,XM_012967771.3,GeneID:105948016,XB-GENE-29076975
A0A8J0SRY9,XP_012820868.2,XM_012965414.3,GeneID:100101666,XB-GENE-919974
A0A8J0SRZ0,XP_017947465.1,XM_018091976.2,GeneID:100216214,XB-GENE-489769
A0A8J0SRZ3,XP_012821089.1,XM_012965635.3,GeneID:780067,XB-GENE-491965
A0A8J0SRZ4,XP_017947475.1,XM_018091986.2,GeneID:448173,XB-GENE-995030
A0A8J0SRZ7,XP_012823253.1,XM_012967799.3,GeneID:100036656,XB-GENE-1007472
A0A8J0SRZ8,XP_012821096.2,XM_012965642.3,GeneID:100496369,XB-GENE-950426
A0A8J0SRZ9,XP_017947485.1,XM_018091996.2,GeneID:394464,XB-GENE-970035
A0A8J0SS00,XP_012820905.2,XM_012965451.3,GeneID:100492041,XB-GENE-854543
A0A8J0SS01,XP_012821792.1,XM_012966338.3,GeneID:407941,XB-GENE-946594
A0A8J0SS02,XP_012823258.1,XM_012967804.3,GeneID:100036664,XB-GENE-487675
A0A8J0SS03,XP_012821101.1,XM_012965647.3,GeneID:100496212,XB-GENE-6048493
A0A8J0SS06,XP_012823265.2,XM_012967811.3,GeneID:100036716,XB-GENE-967329
A0A8J0SS09,XP_017947521.1,XM_018092032.2,GeneID:448445,XB-GENE-944930
A0A8J0SS16,XP_012823280.2,XM_012967826.3,GeneID:100037898,XB-GENE-487933
A0A8J0SS17,XP_031757649.1,XM_031901789.1,GeneID:780031,XB-GENE-960699
A0A8J0SS20,XP_012821148.1,XM_012965694.3,GeneID:100492300,XB-GENE-995481
A0A8J0SS21,XP_012820960.1,XM_012965506.3,GeneID:100486850,XB-GENE-5725481
A0A8J0SS23,XP_017947557.1,XM_018092068.2,GeneID:548789,XB-GENE-854005
A0A8J0SS34,XP_012821253.1,XM_012965799.3,GeneID:101732149,XB-GENE-29085903
A0A8J0SS35,XP_012821858.2,XM_012966404.3,GeneID:100379870,XB-GENE-5921250
A0A8J0SS41,XP_017947625.1,XM_018092136.2,GeneID:733941,XB-GENE-981546
A0A8J0SS46,XP_017947632.1,XM_018092143.2,GeneID:734068,XB-GENE-5823666
A0A8J0SS47,XP_012823329.1,XM_012967875.3,GeneID:100124792,XB-GENE-988623
A0A8J0SS49,XP_012821026.1,XM_012965572.2,GeneID:100496893,XB-GENE-483664
A0A8J0SS55,XP_017947650.2,XM_018092161.2,GeneID:779824,XB-GENE-5929299
A0A8J0SS56,XP_012821880.1,XM_012966426.3,GeneID:448550,XB-GENE-970084
A0A8J0SS59,XP_012821048.2,XM_012965594.3,GeneID:100495432,XB-GENE-1217528
A0A8J0SS60,XP_017947669.1,XM_018092180.2,GeneID:780226,XB-GENE-483693
A0A8J0SS62,XP_012823349.1,XM_012967895.3,GeneID:100125167,XB-GENE-6067294
A0A8J0SS67,XP_012823357.1,XM_012967903.2,GeneID:100125191,XB-GENE-977575
A0A8J0SS68,XP_017947685.1,XM_018092196.2,GeneID:100145686,XB-GENE-986464
A0A8J0SS71,XP_012821900.1,XM_012966446.3,GeneID:448709,XB-GENE-962591
A0A8J0SS77,XP_012823369.2,XM_012967915.3,GeneID:100125787,XB-GENE-983762
A0A8J0SS78,XP_031754703.1,XM_031898843.1,GeneID:100145675,XB-GENE-989206
A0A8J0SS81,XP_012821912.1,XM_012966458.3,GeneID:493283,XB-GENE-5896695
A0A8J0SS83,XP_017947714.2,XM_018092225.2,GeneID:108646156,XB-GENE-29099359
A0A8J0SS84,XP_012821098.1,XM_012965644.3,GeneID:100496212,XB-GENE-6048493
A0A8J0SS88,XP_017947730.1,XM_018092241.2,GeneID:108646160,XB-GENE-29090655
A0A8J0SS89,XP_012821353.1,XM_012965899.3,GeneID:100124910,XB-GENE-1018296
A0A8J0SS91,XP_012821103.1,XM_012965649.3,GeneID:100496212,XB-GENE-6048493
A0A8J0SS93,XP_017947737.2,XM_018092248.2,GeneID:100485190,XB-GENE-1013918
A0A8J0SS94,XP_012823401.1,XM_012967947.3,GeneID:100135081,XB-GENE-5933085
A0A8J0SS96,XP_012821111.1,XM_012965657.3,GeneID:100037851,XB-GENE-494405
A0A8J0SS97,XP_012821939.1,XM_012966485.3,GeneID:493539,XB-GENE-973667
A0A8J0SSA1,XP_012821121.1,XM_012965667.3,GeneID:733833,XB-GENE-490065
A0A8J0SSA2,XP_012821946.2,XM_012966492.3,GeneID:496446,XB-GENE-1007491
A0A8J0SSA8,XP_017947775.1,XM_018092286.2,GeneID:100487610,XB-GENE-986001
A0A8J0SSB3,XP_017947794.1,XM_018092305.2,GeneID:733870,XB-GENE-5866746
A0A8J0SSB5,XP_012821385.1,XM_012965931.3,GeneID:100125204,XB-GENE-5958931
A0A8J0SSB9,XP_012821972.1,XM_012966518.3,GeneID:496790,XB-GENE-944004
A0A8J0SSC0,XP_012821390.1,XM_012965936.3,GeneID:100127680,XB-GENE-1013301
A0A8J0SSC3,XP_017947822.1,XM_018092333.2,GeneID:733886,XB-GENE-5922925
A0A8J0SSC6,XP_012821256.1,XM_012965802.2,GeneID:780144,XB-GENE-991224
A0A8J0SSD0,XP_012821987.1,XM_012966533.3,GeneID:548350,XB-GENE-946366
A0A8J0SSD2,XP_012823462.1,XM_012968008.3,GeneID:100145249,XB-GENE-958770
A0A8J0SSD4,XP_012821996.1,XM_012966542.3,GeneID:548490,XB-GENE-988875
