# GENE_SYMBOL	NCBI_GENE_ID	XB_GENE_ID	GENE_NAME
42sp43	GeneID:548848	XB-GENE-5898342	P43 5S RNA-binding protein
coasy	GeneID:100490454	XB-GENE-996485	Coenzyme A synthase
cobl	GeneID:100216055	XB-GENE-490658	cordon-bleu WH2 repeat protein
cobll1	GeneID:100487213	XB-GENE-6030999	cordon-bleu WH2 repeat protein like 1
coch	GeneID:100497833	XB-GENE-982366	cochlin
coe3l	GeneID:101734223	XB-GENE-22166504	COE3-like
cog1	GeneID:100497164	XB-GENE-1012192	component of oligomeric golgi complex 1
cog2	GeneID:100488973	XB-GENE-962435	component of oligomeric golgi complex 2
cog3	GeneID:100497861	XB-GENE-855843	component of oligomeric golgi complex 3
cog4	GeneID:100145689	XB-GENE-6085196	component of oligomeric golgi complex 4
cog5	GeneID:100498348	XB-GENE-950363	component of oligomeric golgi complex 5
cog6	GeneID:448289	XB-GENE-944762	component of oligomeric golgi complex 6
cog7	GeneID:548431	XB-GENE-970837	component of oligomeric golgi complex 7
cog8	GeneID:100495068	XB-GENE-955478	component of oligomeric golgi complex 8
coil	GeneID:496934	XB-GENE-6455271	coilin
col10a1	GeneID:105947294	XB-GENE-6468756	collagen, type X, alpha 1
col11a2	GeneID:100488265	XB-GENE-876669	collagen type XI alpha 2 pseudogene 1
col12a1	GeneID:100495209	XB-GENE-1012295	collagen, type XII, alpha 1
col13a1	GeneID:100498211	XB-GENE-6462746	collagen, type XIII, alpha 1
col14a1	GeneID:100216005	XB-GENE-990916	collagen, type XIV, alpha 1
col15a1	GeneID:101731003	XB-GENE-6049924	collagen, type XV, alpha 1
col16a1	GeneID:100498062	XB-GENE-6460038	collagen, type XVI, alpha 1
col17a1	GeneID:100490199	XB-GENE-6467921	collagen, type XVII, alpha 1
col18a1	GeneID:394845	XB-GENE-941368	collagen type XVIII alpha 1
col19a1	GeneID:100488633	XB-GENE-6050958	collagen, type XIX, alpha 1
col1a1	GeneID:496414	XB-GENE-6258379	collagen, type I, alpha 1
col1a2	GeneID:780175	XB-GENE-493264	collagen type I alpha 2
col20a1	GeneID:101731976	NA	NameIsNotAvailable
col21a1	GeneID:100497739	XB-GENE-952329	collagen, type XXI, alpha 1
col22a1	GeneID:101730582	XB-GENE-12565046	collagen, type XXII, alpha 1
col24a1	GeneID:780330	XB-GENE-980334	collagen, type XXIV, alpha 1
col25a1.2	GeneID:100170495	XB-GENE-5967539	collagen, type XXV, alpha 1, gene 2
col26a1	GeneID:101734784	XB-GENE-22068284	collagen type XXVI alpha 1 chain
col27a1	GeneID:100490770	XB-GENE-6032747	collagen, type XXVII, alpha 1
col28a1	GeneID:100488728	XB-GENE-956674	collagen, type XXVIII, alpha 1
col2a1	GeneID:394828	XB-GENE-6258353	collagen, type II, alpha 1
col3a1	GeneID:100124865	XB-GENE-5864292	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
col4a1	GeneID:100124870	XB-GENE-6451485	collagen, type IV, alpha 1
col4a2	GeneID:100486079	XB-GENE-5950101	collagen, type IV, alpha 2
col4a5	GeneID:100492984	XB-GENE-6041869	collagen, type IV, alpha 5
col4a6	GeneID:100493153	XB-GENE-6034568	collagen, type IV, alpha 6
col5a1	GeneID:100038277	XB-GENE-5954567	collagen, type V, alpha 1
col5a2	GeneID:100492754	XB-GENE-6032476	collagen, type V, alpha 2
col5a3	GeneID:733808	XB-GENE-984985	collagen type V alpha 3
col6a1	GeneID:100490352	XB-GENE-998856	collagen, type VI, alpha 1
col6a2	GeneID:100145523	XB-GENE-6085118	collagen, type VI, alpha 2
col6a3	GeneID:100488707	XB-GENE-998837	collagen type VI alpha 3 chain
col6a5	GeneID:100486063	XB-GENE-6451494	collagen type VI alpha 5 chain
col6a6	GeneID:100487679	XB-GENE-6051153	collagen, type VI, alpha 6
col7a1	GeneID:100489404	XB-GENE-22068291	collagen type VII alpha 1 chain
col8a1	GeneID:100037917	XB-GENE-969520	collagen, type VIII, alpha 1
col8a2	GeneID:100486732	XB-GENE-961197	collagen, type VIII, alpha 2
col9a1	GeneID:100145133	XB-GENE-6048228	collagen, type IX, alpha 1
col9a2	GeneID:100036633	XB-GENE-1006524	collagen, type IX, alpha 2
col9a3	GeneID:100145619	XB-GENE-997413	collagen, type IX, alpha 3
colca2	GeneID:101734888	NA	POU class 2 homeobox associating factor 3
colec10	GeneID:496663	XB-GENE-945586	collectin subfamily member 10
colec11	GeneID:100493760	XB-GENE-952506	collectin subfamily member 11
colec12	GeneID:100379961	XB-GENE-984626	collectin subfamily member 12
colgalt1	GeneID:100488616	XB-GENE-952955	collagen beta(1-O)galactosyltransferase 1
colgalt2	GeneID:100495682	XB-GENE-951226	collagen beta(1-O)galactosyltransferase 2
colq	GeneID:100492824	XB-GENE-6033760	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase
commd1	GeneID:779529	XB-GENE-961919	copper metabolism domain containing 1
commd10	GeneID:733903	XB-GENE-941185	COMM domain containing 10
commd2	GeneID:100127739	XB-GENE-955244	COMM domain containing 2
commd3	GeneID:100494486	XB-GENE-942203	COMM domain containing 3
commd4	GeneID:496531	XB-GENE-974195	COMM domain containing 4
commd5	GeneID:100380154	XB-GENE-952087	COMM domain containing 5
commd6	GeneID:549218	XB-GENE-963717	COMM domain containing 6
commd7	GeneID:116412615	NA	NameIsNotAvailable
commd8	GeneID:549158	XB-GENE-942437	COMM domain containing 8
commd9	GeneID:496905	XB-GENE-973499	COMM domain containing 9
comp	GeneID:100494714	XB-GENE-994160	cartilage oligomeric matrix protein
comt	GeneID:549111	XB-GENE-948947	catechol-O-methyltransferase
comt.2	GeneID:549911	XB-GENE-5865481	catechol-O-methyltransferase gene 2
cop1	GeneID:548953	XB-GENE-1014311	COP1, E3 ubiquitin ligase
copa	GeneID:100158562	XB-GENE-989762	COPI coat complex subunit alpha
copb1	GeneID:100216235	XB-GENE-975104	COPI coat complex subunit beta 1
copb2	GeneID:613110	XB-GENE-964668	COPI coat complex subunit beta 2
cope	GeneID:100127627	XB-GENE-1008748	COPI coat complex subunit epsilon
copg1	GeneID:394781	XB-GENE-919993	COPI coat complex subunit gamma 1
copg2	GeneID:493381	XB-GENE-941264	COPI coat complex subunit gamma 2
coprs	GeneID:100490247	NA	coordinator of PRMT5 and differentiation stimulator
cops2	GeneID:548537	XB-GENE-954196	COP9 signalosome subunit 2
cops3	GeneID:549992	XB-GENE-944158	COP9 signalosome subunit 3
cops4	GeneID:549469	XB-GENE-967024	COP9 signalosome subunit 4
cops5	GeneID:394714	XB-GENE-952827	COP9 signalosome subunit 5
cops6	GeneID:448375	XB-GENE-947827	COP9 signalosome subunit 6
cops7b	GeneID:100496790	XB-GENE-973592	COP9 signalosome subunit 7B
cops8	GeneID:394711	XB-GENE-5956805	COP9 signalosome subunit 8
cops9	GeneID:448732	XB-GENE-6492292	COP9 signalosome subunit 9
copz1	GeneID:394893	XB-GENE-972713	COPI coat complex subunit zeta 1
copz2	GeneID:100379766	XB-GENE-990974	COPI coat complex subunit zeta 2
coq10a	GeneID:780028	XB-GENE-5803032	coenzyme Q10A
coq10b	GeneID:549873	XB-GENE-5784252	coenzyme Q10B
coq2	GeneID:100486844	XB-GENE-967037	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase
coq3	GeneID:100486084	XB-GENE-985854	coenzyme Q3 methyltransferase
coq4	GeneID:548979	XB-GENE-5888837	coenzyme Q4
coq5	GeneID:100495452	XB-GENE-981147	coenzyme Q5, methyltransferase
coq6	GeneID:448564	XB-GENE-945926	coenzyme Q6 monooxygenase
coq7	GeneID:548822	XB-GENE-941459	coenzyme Q7 homolog, ubiquinone
coq8a	GeneID:100379679	XB-GENE-946116	coenzyme Q8A
coq8b	GeneID:100489004	XB-GENE-956767	coenzyme Q8B
coq9	GeneID:496601	XB-GENE-948680	coenzyme Q9
corin	GeneID:100492163	XB-GENE-950958	corin, serine peptidase
coro1a	GeneID:448298	XB-GENE-6449552	coronin, actin binding protein, 1A
coro1c	GeneID:395017	XB-GENE-981115	coronin 1C
coro2a	GeneID:100485579	XB-GENE-492690	coronin 2A
coro2b	GeneID:549719	XB-GENE-1014762	coronin, actin binding protein, 2B
coro6	GeneID:100038129	XB-GENE-493511	coronin 6
coro7	GeneID:100492934	XB-GENE-949602	coronin 7
cotl1	GeneID:549295	XB-GENE-943481	coactosin-like F-actin binding protein 1
cox10	GeneID:100145039	XB-GENE-954608	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
cox11	GeneID:100491545	XB-GENE-6048797	cytochrome c oxidase copper chaperone COX11
cox14	GeneID:101731814	XB-GENE-12565277	cytochrome c oxidase assembly factor COX14
cox15	GeneID:100486044	XB-GENE-989603	cytochrome c oxidase assembly homolog COX15
cox16	GeneID:100379706	XB-GENE-961352	cytochrome c oxidase assembly factor COX16
cox17	GeneID:779703	XB-GENE-958793	cytochrome c oxidase copper chaperone COX17
cox18	GeneID:549087	XB-GENE-1008496	cytochrome c oxidase assembly factor COX18
cox19	GeneID:100145542	XB-GENE-5737363	cytochrome c oxidase assembly factor COX19
cox20	GeneID:100497666	XB-GENE-6041252	cytochrome c oxidase assembly factor COX20
cox4i1	GeneID:549233	XB-GENE-953648	cytochrome c oxidase subunit IV isoform 1
cox4i2	GeneID:549699	XB-GENE-5872512	cytochrome c oxidase subunit 4I2
cox5a	GeneID:549803	XB-GENE-973617	cytochrome c oxidase subunit Va
cox5b.1	GeneID:549004	XB-GENE-964002	cytochrome c oxidase subunit Vb, gene 1
cox5b.2	GeneID:733498	XB-GENE-5920075	cytochrome c oxidase subunit Vb, gene 2
cox6a1	GeneID:549297	XB-GENE-855918	cytochrome c oxidase subunit 6A1
cox6a2	GeneID:448222	XB-GENE-5784173	cytochrome c oxidase subunit VIa polypeptide 2
cox6b1	GeneID:448681	XB-GENE-5945264	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)
cox6c	GeneID:496600	XB-GENE-1001882	cytochrome c oxidase subunit VIc
cox7a1	GeneID:100491395	XB-GENE-6462310	cytochrome c oxidase subunit 7A1
cox7a2	GeneID:100125145	XB-GENE-1003868	cytochrome c oxidase subunit 7A2
cox7a2l	GeneID:613093	XB-GENE-981642	cytochrome c oxidase subunit VIIa polypeptide 2 like
cox7b	GeneID:779702	XB-GENE-998596	cytochrome c oxidase subunit VIIb
cox7c	GeneID:100329161	XB-GENE-965101	cytochrome c oxidase subunit VIIc
cp	GeneID:100492836	XB-GENE-853266	ceruloplasmin (ferroxidase)
cpa1	GeneID:497006	XB-GENE-960032	carboxypeptidase A1
cpa3	GeneID:100494117	XB-GENE-853724	carboxypeptidase A3
cpa6	GeneID:100144967	XB-GENE-960985	carboxypeptidase A6
cpamd8	GeneID:100491045	XB-GENE-985023	C3 and PZP-like, alpha-2-macroglobulin domain containing 8
cpb1	GeneID:496994	XB-GENE-853710	carboxypeptidase B1
cpb2	GeneID:595005	XB-GENE-969491	carboxypeptidase B2
cpd	GeneID:100135269	XB-GENE-1013552	carboxypeptidase D
cpe	GeneID:100127580	XB-GENE-952270	carboxypeptidase E
cpeb1	GeneID:550084	XB-GENE-946167	cytoplasmic polyadenylation element binding protein 1
cpeb2	GeneID:100492019	XB-GENE-961735	cytoplasmic polyadenylation element binding protein 2
cpeb3	GeneID:548679	XB-GENE-5716009	cytoplasmic polyadenylation element binding protein 3
cpeb4	GeneID:100489114	XB-GENE-988741	cytoplasmic polyadenylation element binding protein 4
cped1	GeneID:101731837	XB-GENE-985974	cadherin-like and PC-esterase domain containing 1
cplane2	GeneID:549439	XB-GENE-5914875	ciliogenesis and planar polarity effector 2
cplx1	GeneID:100124828	XB-GENE-5815523	complexin 1
cplx2	GeneID:493222	XB-GENE-945623	complexin 2
cplx3	GeneID:496634	XB-GENE-978410	complexin 3
cplx4	GeneID:100494177	XB-GENE-920747	complexin 4
cpm	GeneID:496721	XB-GENE-991713	carboxypeptidase M
cpn1	GeneID:550020	XB-GENE-967670	carboxypeptidase N subunit 1
cpn2.2	GeneID:101732575	XB-GENE-6463914	carboxypeptidase N subunit 2 gene 2
cpne1	GeneID:613086	XB-GENE-982405	copine I
cpne2	GeneID:100495261	XB-GENE-1011758	copine II
cpne3	GeneID:493363	XB-GENE-957131	copine III
cpne4	GeneID:100488007	XB-GENE-955656	copine IV
cpne5	GeneID:100125012	XB-GENE-956274	copine V
cpne7	GeneID:100489407	XB-GENE-983652	copine VII
cpne8	GeneID:100124845	XB-GENE-981291	copine VIII
cpne9	GeneID:100125077	XB-GENE-1010572	copine family member IX
cpo.1	GeneID:100145253	XB-GENE-989447	carboxypeptidase O gene 1
cpo.2	GeneID:100487462	XB-GENE-22169695	carboxypeptidase O gene 2
cpox	GeneID:100145617	XB-GENE-950297	coproporphyrinogen oxidase
cpped1	GeneID:548896	XB-GENE-945403	calcineurin-like phosphoesterase domain containing 1
cpq	GeneID:100496510	XB-GENE-5761567	carboxypeptidase Q
cps1	GeneID:100158506	XB-GENE-1010206	carbamoyl-phosphate synthase 1
cpsf1	GeneID:100379854	XB-GENE-5881751	cleavage and polyadenylation specific factor 1
cpsf2	GeneID:100145546	XB-GENE-950595	cleavage and polyadenylation specific factor 2
cpsf3	GeneID:448456	XB-GENE-972322	cleavage and polyadenylation specific factor 3
cpsf4	GeneID:493312	XB-GENE-948302	cleavage and polyadenylation specific factor 4
cpsf4l	GeneID:549557	XB-GENE-1005450	cleavage and polyadenylation specific factor 4-like
cpsf6	GeneID:548671	XB-GENE-961703	cleavage and polyadenylation specific factor 6
cpsf7	GeneID:779717	XB-GENE-5754390	cleavage and polyadenylation specific factor 7
cpt1a	GeneID:100490391	NA	carnitine palmitoyltransferase 1A
cpt1al	GeneID:100135089	XB-GENE-5770297	carnitine palmitoyltransferase 1A (liver) like
cpt1b	GeneID:780223	XB-GENE-5931920	carnitine palmitoyltransferase 1B
cpt2	GeneID:394801	XB-GENE-963400	carnitine palmitoyltransferase 2
cptp	GeneID:493405	XB-GENE-974130	ceramide-1-phosphate transfer protein
cpvl	GeneID:549561	XB-GENE-1014879	carboxypeptidase, vitellogenic-like
cpxm1	GeneID:100487254	XB-GENE-977808	carboxypeptidase X (M14 family), member 1
cpxm2	GeneID:100127849	XB-GENE-990652	carboxypeptidase X (M14 family), member 2
cpz	GeneID:100170588	XB-GENE-994183	carboxypeptidase Z
crabp1	GeneID:100496464	XB-GENE-962771	cellular retinoic acid binding protein 1
crabp2	GeneID:448629	XB-GENE-959098	cellular retinoic acid binding protein 2
cracd	GeneID:100487996	XB-GENE-6040138	capping protein inhibiting regulator of actin dynamics
cracdl	GeneID:100494004	XB-GENE-6468408	CRACD like
cracr2a	GeneID:101732297	XB-GENE-6038602	calcium release activated channel regulator 2A
cracr2b	GeneID:100036622	XB-GENE-5729710	calcium release activated channel regulator 2B
cradd.1	GeneID:448758	XB-GENE-5852262	CASP2 and RIPK1 domain containing adaptor with death, gene 1
cramp1	GeneID:100491093	XB-GENE-6042082	cramped chromatin regulator homolog 1
crat	GeneID:394811	XB-GENE-487012	carnitine O-acetyltransferase b
crata	GeneID:613081	XB-GENE-996699	carnitine O-acetyltransferase a
crb1	GeneID:100493588	XB-GENE-483760	crumbs 1, cell polarity complex component
crb2	GeneID:100487355	XB-GENE-989701	crumbs 2, cell polarity complex component
crb3	GeneID:503509	XB-GENE-995124	crumbs 3, cell polarity complex component
crbn	GeneID:493554	XB-GENE-973907	cereblon
crcp	GeneID:549232	XB-GENE-987451	CGRP receptor component
creb1	GeneID:407934	XB-GENE-945015	cAMP responsive element binding protein 1
creb3	GeneID:100127204	XB-GENE-959045	cAMP responsive element binding protein 3
creb3l1	GeneID:100496679	XB-GENE-489943	cAMP responsive element binding protein 3-like 1
creb3l2	GeneID:100145418	XB-GENE-996211	cAMP responsive element binding protein 3-like 2
creb3l4	GeneID:780164	XB-GENE-5761389	cAMP responsive element binding protein 3-like 4
creb5	GeneID:100498464	XB-GENE-950883	cAMP responsive element binding protein 5
crebbp	GeneID:100101677	XB-GENE-6258723	CREB binding protein
crebl2	GeneID:100038265	XB-GENE-940117	cAMP responsive element binding protein-like 2
crebrf	GeneID:100490775	XB-GENE-988760	CREB3 regulatory factor
crebzf	GeneID:101730758	NA	NameIsNotAvailable
creg1	GeneID:734028	XB-GENE-972953	cellular repressor of E1A stimulated genes 1
creg2	GeneID:100491889	XB-GENE-1001961	cellular repressor of E1A stimulated genes 2
creld1	GeneID:100498303	XB-GENE-982818	cysteine rich with EGF-like domains 1
creld2	GeneID:100497878	XB-GENE-999014	cysteine rich with EGF-like domains 2
crem	GeneID:100492439	XB-GENE-986312	cAMP responsive element modulator
crh	GeneID:100485597	XB-GENE-994675	corticotropin releasing hormone
crhbp	GeneID:100489647	XB-GENE-486316	corticotropin releasing hormone binding protein
crhr1.1	GeneID:496451	XB-GENE-966548	corticotropin releasing hormone receptor 1, gene 1
crhr1.2	GeneID:100498637	XB-GENE-968267	corticotropin releasing hormone receptor 1, gene 2
crim1	GeneID:100488895	XB-GENE-481452	cysteine rich transmembrane BMP regulator 1 (chordin-like)
crip1	GeneID:100125153	XB-GENE-953194	cysteine-rich protein 1 (intestinal)
crip2	GeneID:780192	XB-GENE-953187	cysteine-rich protein 2
crip3	GeneID:548528	XB-GENE-5943480	cysteine-rich protein 3
cript	GeneID:549548	XB-GENE-486540	CXXC repeat containing interactor of PDZ3 domain
crisp1.11	GeneID:100492430	XB-GENE-22169829	cysteine-rich secretory protein 1 gene 11
crisp1.3	GeneID:493566	XB-GENE-951048	cysteine-rich secretory protein 1 gene 3
crisp1.6	GeneID:100379939	XB-GENE-5838744	cysteine-rich secretory protein 1 gene 6
crisp1.7	GeneID:394939	XB-GENE-5779195	cysteine-rich secretory protein 1 gene 7
crisp2-like	GeneID:100495843	NA	cysteine-rich secretory protein 2-like
crispl	GeneID:594930	XB-GENE-5768874	crisp-like
crispld1	GeneID:100490431	XB-GENE-989389	cysteine-rich secretory protein LCCL domain containing 1
crispld2	GeneID:613091	XB-GENE-985953	cysteine-rich secretory protein LCCL domain containing 2
crk	GeneID:448023	XB-GENE-996357	v-crk avian sarcoma virus CT10 oncogene homolog
crkl	GeneID:394657	XB-GENE-976114	v-crk avian sarcoma virus CT10 oncogene homolog-like
crlf1	GeneID:100495030	XB-GENE-922456	cytokine receptor-like factor 1
crlf2	GeneID:116408871	NA	cytokine receptor like factor 2
crlf3	GeneID:100485606	XB-GENE-997453	cytokine receptor-like factor 3
crls1	GeneID:780303	XB-GENE-979013	cardiolipin synthase 1
crmp1	GeneID:779767	XB-GENE-992563	collapsin response mediator protein 1
crnkl1	GeneID:549649	XB-GENE-5890911	crooked neck pre-mRNA splicing factor 1
crocc	GeneID:100486658	XB-GENE-996807	ciliary rootlet coiled-coil, rootletin
crocc2	GeneID:100498193	NA	ciliary rootlet coiled-coil, rootletin family member 2
crot	GeneID:733879	XB-GENE-988067	carnitine O-octanoyltransferase
crp	GeneID:448345	XB-GENE-5780408	C-reactive protein, pentraxin-related
crp.1	GeneID:100494488	XB-GENE-1018603	C-reactive protein, pentraxin-related, gene 1
crp.2	GeneID:496975	XB-GENE-1018584	C-reactive protein, pentraxin-related, gene 2
crp.3	GeneID:548380	XB-GENE-1018612	C-reactive protein, pentraxin-related, gene 3
crp.4	GeneID:100216304	XB-GENE-1018594	C-reactive protein, pentraxin-related, gene 4
crppa	GeneID:548994	XB-GENE-1014860	CDP-L-ribitol pyrophosphorylase A
crtac1	GeneID:779826	XB-GENE-5881785	cartilage acidic protein 1
crtam	GeneID:101730646	XB-GENE-962112	cytotoxic and regulatory T cell molecule
crtap	GeneID:549401	XB-GENE-1009954	cartilage associated protein
crtc1	GeneID:100036611	XB-GENE-5832553	CREB regulated transcription coactivator 1
crtc2	GeneID:101733698	XB-GENE-22068304	CREB regulated transcription coactivator 2
crtc3	GeneID:496857	XB-GENE-5787077	CREB regulated transcription coactivator 3
crx	GeneID:548775	XB-GENE-478452	cone-rod homeobox
cry-dash	GeneID:100487730	XB-GENE-5887316	cryptochrome DASH
cry1	GeneID:550065	XB-GENE-946007	cryptochrome circadian regulator 1
cry2	GeneID:100422810	XB-GENE-984563	cryptochrome circadian regulator 2
cry4	GeneID:100170456	XB-GENE-5945160	cryptochrome 4
cryaa	GeneID:100488185	XB-GENE-5940571	crystallin alpha A
cryab	GeneID:100494321	XB-GENE-971379	crystallin alpha B
cryba1	GeneID:100125179	XB-GENE-956128	crystallin beta A1
cryba1.2	GeneID:100491786	XB-GENE-22062347	crystallin beta A1 gene 2
cryba2	GeneID:100496418	XB-GENE-965120	crystallin beta A2
cryba4	GeneID:100125109	XB-GENE-998932	crystallin beta A4
crybb1	GeneID:550022	XB-GENE-998917	crystallin beta B1
crybb2	GeneID:100493744	XB-GENE-5866500	crystallin beta B2
crybb3	GeneID:100493586	XB-GENE-5793396	crystallin beta B3
crybg1	GeneID:100491164	XB-GENE-989534	crystallin beta-gamma domain containing 1
crybg2	GeneID:779602	XB-GENE-985460	crystallin beta-gamma domain containing 2
crybg3	GeneID:101733625	XB-GENE-6033525	crystallin beta-gamma domain containing 3
cryga.1	GeneID:100487306	XB-GENE-17346921	crystallin gamma a gene 1
cryga.2	GeneID:100489057	XB-GENE-22169717	crystallin gamma a gene 2
cryga.3	GeneID:100124851	XB-GENE-5957666	crystallin gamma a gene 3
cryga.4	GeneID:100487618	XB-GENE-22169687	crystallin gamma a gene 4
cryga.5	GeneID:100489523	XB-GENE-22169721	crystallin gamma a gene 5
cryga.6	GeneID:100489684	XB-GENE-22169725	crystallin gamma a gene 6
cryga.7	GeneID:100487789	XB-GENE-22169729	crystallin gamma a gene 7
crygbl.1	GeneID:780241	XB-GENE-5739415	crystallin gamma B like gene 1
crygbl.2	GeneID:100496681	XB-GENE-22169745	crystallin gamma B like gene 2
crygdl.1	GeneID:100493646	XB-GENE-22169029	crystallin gamma D like gene 1
crygdl.11	GeneID:100492436	XB-GENE-22168661	crystallin gamma D like gene 11
crygdl.12	GeneID:100492276	XB-GENE-22169037	crystallin gamma D like gene 12
crygdl.13	GeneID:100491777	XB-GENE-22169041	crystallin gamma D like gene 13
crygdl.14	GeneID:100491946	XB-GENE-22169045	crystallin gamma D like gene 14
crygdl.15	GeneID:100495583	XB-GENE-22169049	crystallin gamma D like gene 15
crygdl.16	GeneID:101734715	XB-GENE-22169053	crystallin gamma D like gene 16
crygdl.17	GeneID:100490955	XB-GENE-22169057	crystallin gamma D like gene 17
crygdl.19	GeneID:100496598	XB-GENE-22169065	crystallin gamma D like gene 19
crygdl.2	GeneID:100493812	XB-GENE-22169069	crystallin gamma D like gene 2
crygdl.22	GeneID:100490008	XB-GENE-22169081	crystallin gamma D like gene 22
crygdl.23	GeneID:100488847	XB-GENE-22169085	crystallin gamma D like gene 23
crygdl.24	GeneID:100488574	XB-GENE-22169089	crystallin gamma D like gene 24
crygdl.25	GeneID:100489433	XB-GENE-22169093	crystallin gamma D like gene 25
crygdl.27	GeneID:100489762	XB-GENE-22169101	crystallin gamma D like gene 27
crygdl.28	GeneID:101734350	XB-GENE-22169105	crystallin gamma D like gene 28
crygdl.29	GeneID:100490500	XB-GENE-22169109	crystallin gamma D like gene 29
crygdl.30	GeneID:100488212	XB-GENE-22168966	crystallin gamma D like gene 30
crygdl.31	GeneID:100489597	XB-GENE-22169117	crystallin gamma D like gene 31
crygdl.32	GeneID:100490324	XB-GENE-22169120	crystallin gamma D like gene 32
crygdl.33	GeneID:101733714	XB-GENE-22169124	crystallin gamma D like gene 33
crygdl.34	GeneID:101733492	XB-GENE-22169128	crystallin gamma D like gene 34
crygdl.35	GeneID:100490670	XB-GENE-22169132	crystallin gamma D like gene 35
crygdl.37	GeneID:108648771	XB-GENE-22169140	crystallin gamma D like gene 37
crygdl.39	GeneID:100491628	XB-GENE-22169148	crystallin gamma D like gene 39
crygdl.4	GeneID:100493486	XB-GENE-22169152	crystallin gamma D like gene 4
crygdl.40	GeneID:100491124	XB-GENE-22169156	crystallin gamma D like gene 40
crygdl.43	GeneID:100489400	XB-GENE-6456570	crystallin gamma D like gene 43
crygdl.44	GeneID:105945147	XB-GENE-22169168	crystallin gamma D like gene 44
crygdl.45	GeneID:100491295	XB-GENE-22169172	crystallin gamma D like gene 45
crygdl.48	GeneID:448674	XB-GENE-6257885	crystallin gamma D like gene 48
crygdl.5	GeneID:100493163	XB-GENE-22169184	crystallin gamma D like gene 5
crygdl.6	GeneID:100492887	XB-GENE-22169188	crystallin gamma D like gene 6
crygdl.7	GeneID:105945603	XB-GENE-22169192	crystallin gamma D like gene 7
crygdl.9	GeneID:100145037	XB-GENE-5803117	crystallin gamma D like gene 9
crygdl2.2	GeneID:100490981	XB-GENE-989444	crystallin gamma D like 2 gene 2
crygn	GeneID:100125131	XB-GENE-949640	crystallin gamma N
cryl1	GeneID:100145620	XB-GENE-945577	crystallin lambda 1
crym	GeneID:100125176	XB-GENE-970817	crystallin mu
cryz	GeneID:448193	XB-GENE-966820	crystallin zeta
cryzl1	GeneID:548838	XB-GENE-1016499	crystallin zeta like 1
cs	GeneID:550067	XB-GENE-943160	citrate synthase
csad	GeneID:100486477	XB-GENE-1012440	cysteine sulfinic acid decarboxylase
csdc2	GeneID:100101738	XB-GENE-489696	cold shock domain containing C2
csde1	GeneID:595092	XB-GENE-944014	cold shock domain containing E1
cse1l	GeneID:100158534	XB-GENE-5802331	CSE1 chromosome segregation 1-like
csf1	GeneID:100492777	XB-GENE-22041692	colony stimulating factor-1
csf1r	GeneID:493543	XB-GENE-6257851	colony stimulating factor 1 receptor
csf2rb	GeneID:100486221	XB-GENE-483530	colony stimulating factor 2 receptor beta common subunit
csf3	GeneID:100497396	XB-GENE-487092	colony stimulating factor 3
csf3r	GeneID:100498116	XB-GENE-482176	colony stimulating factor 3 receptor
csgalnact1	GeneID:100497098	XB-GENE-976931	chondroitin sulfate N-acetylgalactosaminyltransferase 1
csgalnact2	GeneID:100124741	XB-GENE-965079	chondroitin sulfate N-acetylgalactosaminyltransferase 2
csk	GeneID:100216174	XB-GENE-5771921	C-terminal Src kinase
cskmt	GeneID:105945154	XB-GENE-6030657	citrate synthase lysine methyltransferase
csmd1	GeneID:100491216	XB-GENE-6030644	CUB and Sushi multiple domains 1
csmd2	GeneID:100486627	XB-GENE-6044604	CUB and Sushi multiple domains 2
csmd3	GeneID:100487157	XB-GENE-6051294	CUB and Sushi multiple domains 3
csnk1a1	GeneID:407897	XB-GENE-478121	casein kinase 1 alpha 1
csnk1d	GeneID:394689	XB-GENE-5733929	casein kinase 1 delta
csnk1e	GeneID:496553	XB-GENE-481480	casein kinase 1 epsilon
csnk1g1	GeneID:448124	XB-GENE-488259	casein kinase 1 gamma 1
csnk1g2	GeneID:548442	XB-GENE-481191	casein kinase 1 gamma 2
csnk1g3	GeneID:100038034	XB-GENE-479074	casein kinase 1 gamma 3
csnk2a1	GeneID:100498392	XB-GENE-959752	casein kinase 2, alpha 1 polypeptide
csnk2a2	GeneID:493442	XB-GENE-487069	casein kinase 2 alpha 2
csnk2b	GeneID:448656	XB-GENE-487924	casein kinase 2 beta
cspg4	GeneID:116409763	NA	chondroitin sulfate proteoglycan 4
cspg4b	GeneID:100145673	XB-GENE-5893460	chondroitin sulfate proteoglycan 4b
cspg5	GeneID:101731206	XB-GENE-22068312	chondroitin sulfate proteoglycan 5
cspp1	GeneID:779552	XB-GENE-5770603	centrosome and spindle pole associated protein 1
csrnp1	GeneID:779916	XB-GENE-941566	cysteine-serine-rich nuclear protein 1
csrnp2	GeneID:100145289	XB-GENE-983697	cysteine-serine-rich nuclear protein 2
csrnp3	GeneID:100490263	XB-GENE-954411	cysteine-serine-rich nuclear protein 3
